#{"t_start": 1772342752.702262, "env_id": "highway-v0"}
r,l,t
63.277098,80,1436.373879
61.190379,80,1437.348209
26.815941,34,1437.744176
59.570777,80,1438.705468
65.425318,80,1439.645474
61.057489,80,1440.623125
6.294942,8,1440.718919
62.222907,80,1441.661066
37.926697,49,1442.233044
65.643287,80,1443.174733
60.10403,80,1444.144418
58.573505,80,1445.056218
18.95888,26,1445.360306
68.045255,80,1446.282334
13.770777,19,1446.543254
61.658499,80,1447.484895
12.373163,16,1447.674249
61.30411,80,1448.633747
64.973515,80,1449.61933
55.500505,80,1450.546756
55.30411,74,1451.417229
56.90411,80,1452.343721
59.437443,80,1453.385405
64.635243,80,1454.34373
62.237408,80,1455.279249
60.10411,80,1456.266119
59.567633,80,1457.201708
4.965647,7,1457.286434
59.570777,80,1458.2234
62.080727,80,1459.218162
59.170777,80,1460.140582
65.409999,80,1461.062255
64.559276,80,1462.053071
65.14672,80,1462.976806
64.231116,80,1463.951023
50.345128,62,1464.668189
62.923942,80,1465.667306
59.570777,80,1466.58781
65.226736,80,1467.5455
60.534817,80,1468.504011
13.652006,17,1468.701962
62.336293,80,1469.662069
60.525403,80,1470.67512
62.386186,80,1471.632815
4.231389,6,1471.704215
62.252069,80,1472.645205
64.454051,80,1473.584912
5.344886,7,1473.669023
61.508011,80,1474.665644
66.503915,80,1475.586517
60.694802,80,1476.51108
59.104087,80,1477.461601
61.720379,80,1478.376991
64.35736,80,1479.32134
43.637248,57,1480.024446
21.628444,24,1480.304098
43.691908,56,1480.940478
65.644436,80,1481.877255
47.880882,60,1482.574171
4.783399,6,1482.647034
68.709249,80,1483.652244
57.157078,80,1484.602239
63.984349,80,1485.528611
71.532875,80,1486.492582
60.10411,80,1487.428939
21.437439,28,1487.759135
63.970777,80,1488.717659
64.499175,80,1489.682051
15.975433,21,1489.921503
62.90411,80,1490.857545
34.518154,49,1491.427274
38.670231,56,1492.132844
58.790196,80,1493.07134
64.009281,80,1494.001472
64.081798,80,1494.912123
60.434231,80,1495.864919
65.778799,80,1496.790732
62.501179,80,1497.718239
60.50411,80,1498.74701
36.170777,49,1499.308103
60.201529,80,1500.253604
61.91668,80,1501.255042
63.970777,80,1502.20449
59.120028,80,1503.149772
34.178024,46,1503.687512
60.237428,80,1504.644762
60.35953,80,1505.585574
61.257204,80,1506.528993
64.898196,80,1507.502129
60.770594,80,1508.429024
69.959327,80,1509.364717
59.454526,80,1510.309258
60.359352,80,1511.299642
57.021578,80,1512.223188
59.30411,80,1513.156017
61.30411,80,1514.227905
62.07767,80,1515.180618
66.277315,80,1516.129742
30.935282,39,1516.638555
58.792645,75,1517.526853
58.146659,70,1518.381174
39.944711,50,1518.980632
64.637254,80,1519.932365
61.570761,80,1520.852774
32.946366,39,1521.305816
17.244629,22,1521.568415
63.523618,80,1522.527144
62.626015,80,1523.488421
70.759317,80,1524.411727
51.599182,67,1525.210046
61.681593,80,1526.185485
60.765161,80,1527.10171
10.356524,12,1527.243675
60.882021,80,1528.182813
50.907381,64,1528.983291
63.169762,80,1529.900449
57.504343,80,1530.817349
63.437328,80,1531.788087
58.737398,80,1532.729118
59.408527,80,1533.686675
60.186769,80,1534.603734
20.367753,22,1534.899273
62.88779,80,1535.847742
66.891703,80,1536.777859
63.82581,80,1537.699648
59.81173,80,1538.680304
63.704074,80,1539.625824
63.301759,80,1540.534361
61.826204,80,1541.503366
60.343063,80,1542.448967
11.029522,13,1542.60024
65.725936,80,1543.53726
23.727182,29,1543.911303
60.637028,80,1544.837686
63.043316,80,1545.761887
65.422066,80,1546.696214
59.437443,80,1547.696695
62.49287,80,1548.642799
63.274514,80,1549.584514
66.106221,80,1550.572189
61.035167,80,1551.482948
21.326008,28,1551.809219
54.889084,76,1552.706138
57.704103,80,1553.712889
54.845233,80,1554.634053
62.77077,80,1555.569466
12.80971,15,1555.743067
61.037443,80,1556.709011
63.03242,80,1557.65607
63.025816,80,1558.575565
60.237443,80,1559.560612
39.451961,53,1560.184721
18.10126,23,1560.456579
19.393135,25,1560.746408
60.699311,80,1561.651003
12.364726,17,1561.846952
64.041603,80,1562.837403
5.195535,7,1562.919974
11.832367,17,1563.122119
63.264728,80,1564.060343
63.436078,80,1564.981428
59.810859,80,1565.950071
66.370774,80,1566.857356
62.323922,80,1567.802975
56.237408,80,1568.913332
30.815545,37,1569.362359
61.692863,80,1570.278057
60.770777,80,1571.208639
62.10411,80,1572.188868
10.904103,17,1572.388296
26.164642,29,1572.724501
61.83186,80,1573.667206
67.304109,80,1574.678178
58.578895,80,1575.615693
33.966393,51,1576.202322
57.570777,80,1577.154037
6.037381,9,1577.259097
54.758522,80,1578.225227
54.237443,80,1579.155294
65.825244,80,1580.111138
57.970696,80,1581.133202
56.443258,80,1582.081038
57.437443,80,1582.999458
59.87097,80,1583.990418
55.659098,80,1584.931264
31.645561,40,1585.390365
57.678477,80,1586.303008
39.845099,50,1586.923602
59.170777,80,1587.83631
64.770325,80,1588.757337
60.576814,80,1589.728397
59.170777,80,1590.648416
60.370697,80,1591.554221
62.567247,80,1592.545132
61.907856,80,1593.478247
61.970775,80,1594.421206
56.712315,80,1595.365837
43.70411,60,1596.108125
17.170777,24,1596.386384
56.312315,80,1597.317285
57.912315,80,1598.25635
61.004428,80,1599.235263
55.437362,80,1600.155036
58.876316,80,1601.079401
63.437245,80,1602.05735
59.32496,80,1602.983342
56.503695,80,1603.918092
37.90411,51,1604.523683
57.693115,80,1605.48118
10.10411,16,1605.670376
58.770777,80,1606.601808
60.90411,80,1607.521009
61.641422,80,1608.496557
59.437443,80,1609.457569
61.170777,80,1610.382882
56.265749,80,1611.364814
60.104351,80,1612.315222
60.370697,80,1613.232884
62.237021,80,1614.223211
53.837443,80,1615.155579
59.501041,80,1616.098023
68.309018,80,1617.079149
54.50411,70,1617.896996
53.945143,80,1618.819645
56.529895,80,1619.778082
60.160029,80,1620.707116
63.436998,80,1621.631536
56.484762,80,1622.550475
60.368466,80,1623.529369
15.672274,20,1623.76773
58.808584,80,1624.733504
59.866887,80,1625.670916
60.10411,80,1626.644771
63.233461,80,1627.583195
61.470761,80,1628.508505
64.501911,80,1629.475544
15.837443,24,1629.748977
64.169028,80,1630.705436
64.421182,80,1631.644279
30.370777,38,1632.130972
61.809452,80,1633.091468
59.490566,80,1634.12991
64.434488,80,1635.130663
58.191452,80,1636.09096
59.909118,80,1637.053206
61.266539,80,1637.9825
48.70411,65,1638.80768
62.179541,80,1639.733147
59.59489,80,1640.674192
14.770777,23,1640.943657
59.170777,80,1641.935205
61.458493,80,1642.861065
58.236993,80,1643.794491
61.970777,80,1644.794697
63.280456,80,1645.718841
62.07838,80,1646.637736
61.247267,80,1647.61652
61.170777,80,1648.543838
65.886266,80,1649.469061
27.365835,38,1649.908646
13.10171,18,1650.116753
61.960235,80,1651.103556
39.089626,54,1651.735543
59.970777,80,1652.638365
66.547468,80,1653.610625
61.70411,80,1654.530428
45.634823,64,1655.27401
65.046631,80,1656.219202
61.037443,80,1657.167608
16.702902,19,1657.385972
39.532431,51,1657.976757
38.237443,50,1658.561589
62.200063,80,1659.563769
60.237443,80,1660.516429
61.286749,80,1661.469397
19.693013,26,1661.770552
62.323477,80,1662.744002
61.837443,80,1663.673837
34.570777,45,1664.197104
26.839086,36,1664.624456
62.637442,80,1665.606964
61.245615,80,1666.580745
64.650657,80,1667.519286
41.637443,55,1668.166149
16.081517,22,1668.425381
4.81437,7,1668.508824
61.299335,80,1669.469067
60.500168,80,1670.412625
62.574755,80,1671.359189
32.045155,42,1671.888452
60.739717,80,1672.838742
33.237443,45,1673.363108
64.903156,80,1674.310237
59.437443,80,1675.269995
6.054676,9,1675.379066
59.845627,80,1676.306904
59.170777,80,1677.220221
60.789554,80,1678.167361
61.164893,80,1679.090737
67.30403,80,1680.032072
75.678531,80,1681.048055
43.668121,60,1681.745795
60.370777,80,1682.657816
58.749809,80,1683.609674
60.654959,80,1684.558642
58.924847,80,1685.539818
63.693409,80,1686.52023
56.926575,75,1687.438922
62.90403,80,1688.345075
60.401348,80,1689.264816
63.122702,80,1690.218368
45.327002,56,1690.86738
7.989554,10,1690.98304
40.433805,51,1691.571762
61.631507,80,1692.49706
59.714277,80,1693.460383
59.004041,80,1694.411836
66.444279,80,1695.391151
66.237439,80,1696.344275
6.984796,9,1696.449615
61.82575,80,1697.378609
60.904965,80,1698.327213
10.524506,13,1698.480075
62.090773,80,1699.443117
61.970777,80,1700.377604
67.806524,80,1701.337884
65.570777,80,1702.305002
61.102348,80,1703.237018
62.926536,80,1704.168771
62.078294,80,1705.159977
62.236294,80,1706.098538
34.699741,51,1706.700624
10.701439,16,1706.887653
21.692871,33,1707.266303
63.677529,80,1708.243261
34.794866,51,1708.8325
64.877529,80,1709.747374
51.192411,66,1710.535365
62.495345,80,1711.496703
53.80411,80,1712.447545
17.970761,22,1712.706711
63.411775,80,1713.640611
61.698644,80,1714.640247
60.53424,80,1715.598663
59.1101,80,1716.52161
65.698984,80,1717.482153
62.744954,80,1718.400189
57.861851,80,1719.341009
67.159087,80,1720.329022
60.50411,80,1721.243508
61.244019,80,1722.165646
57.18154,80,1723.130906
14.309334,16,1723.320445
12.436725,18,1723.536592
21.519097,27,1723.854704
20.037258,27,1724.166854
19.21178,26,1724.477597
65.185117,80,1725.437529
30.515766,40,1725.900022
16.794957,25,1726.228668
60.077514,80,1727.151647
63.291881,80,1728.093667
61.436549,80,1729.007843
63.032515,80,1730.016809
57.231725,77,1730.956876
60.287873,80,1731.894395
63.437443,80,1732.878096
65.170777,80,1733.814721
64.925882,80,1734.760015
61.699518,80,1735.762696
61.20686,80,1736.697954
62.043055,80,1737.633327
59.268769,80,1738.591944
14.722008,21,1738.835869
64.94227,80,1739.766005
62.23415,80,1740.706652
58.767671,80,1741.667287
62.370777,80,1742.609428
17.237434,23,1742.879983
60.087561,80,1743.824952
66.033898,80,1744.800427
62.883992,80,1745.744286
58.376735,80,1746.744835
59.107529,80,1747.731149
59.484654,80,1748.648642
16.257007,23,1748.913226
61.996491,80,1749.839088
62.366037,80,1750.834276
53.437443,80,1751.786584
60.026416,80,1752.730868
59.470161,80,1753.681197
62.099182,80,1754.671978
58.834564,80,1755.636483
62.904109,80,1756.559337
60.299404,80,1757.559909
61.166381,80,1758.521977
61.621232,80,1759.427734
62.25341,80,1760.432601
62.492871,80,1761.36436
62.432206,80,1762.276397
49.70411,62,1763.044502
57.756734,80,1763.971361
20.24897,28,1764.309632
61.437443,80,1765.256593
59.70411,80,1766.249602
55.428301,80,1767.183791
57.700505,80,1768.111517
59.568178,80,1769.09177
56.770777,80,1770.013076
61.207376,80,1770.940702
55.41181,80,1771.885583
57.158053,80,1772.875285
56.068156,80,1773.843948
55.439623,80,1774.752247
62.024315,80,1775.709189
60.237443,80,1776.685433
60.89224,80,1777.586555
60.93489,80,1778.570587
59.558574,80,1779.483176
69.539799,80,1780.44956
32.437443,41,1780.923456
20.637239,24,1781.246659
33.837443,44,1781.766794
63.703052,80,1782.717037
63.892045,80,1783.648716
31.570777,42,1784.186693
68.487931,80,1785.171952
28.369722,35,1785.608244
60.349657,80,1786.538227
61.037443,80,1787.524409
63.055625,80,1788.445524
25.437443,34,1788.844194
65.170515,80,1789.818113
63.282495,80,1790.790802
18.170775,23,1791.056635
60.758544,80,1792.017663
17.036415,20,1792.249299
60.498578,80,1793.168634
66.46656,80,1794.128706
63.304827,80,1795.052707
34.437443,45,1795.582771
68.103511,80,1796.54891
62.749824,80,1797.511607
64.187961,80,1798.46697
60.745525,80,1799.43276
40.007563,54,1800.076782
59.242859,80,1801.005428
32.593664,38,1801.439634
60.865646,80,1802.395604
59.63704,80,1803.384629
60.95853,80,1804.297688
58.638374,80,1805.244767
59.549794,80,1806.284753
62.745143,80,1807.220883
61.679344,80,1808.143537
59.360688,80,1809.13979
18.237411,22,1809.391708
61.925981,80,1810.339161
60.06108,80,1811.251851
20.137443,31,1811.660433
63.037406,80,1812.59279
59.614033,80,1813.522258
64.10411,80,1814.503634
44.72694,58,1815.228425
33.960389,44,1815.730122
64.652991,80,1816.671706
25.657256,32,1817.03198
61.726393,80,1817.994981
61.221965,80,1818.928137
25.370777,33,1819.310757
69.024761,80,1820.256777
33.704093,42,1820.785558
61.378982,80,1821.745147
62.322871,80,1822.670333
59.390345,80,1823.610133
61.565803,80,1824.573685
63.037028,80,1825.509861
53.437443,80,1826.450904
57.637443,80,1827.439109
61.523848,80,1828.375747
62.025426,80,1829.330459
17.770776,23,1829.59968
59.512168,80,1830.573323
50.370777,68,1831.387664
22.243155,30,1831.738449
59.035456,80,1832.69659
60.345143,80,1833.675305
61.493596,80,1834.644306
60.482484,80,1835.58834
5.310094,7,1835.673565
60.770777,80,1836.641964
61.207196,80,1837.594455
63.564901,80,1838.524566
59.790372,80,1839.491467
62.51775,80,1840.433316
60.35888,80,1841.359498
63.700066,80,1842.337909
63.267012,80,1843.285666
31.540275,41,1843.763111
67.170777,80,1844.695874
60.423597,80,1845.65769
9.655448,12,1845.802809
61.054319,80,1846.774209
64.518193,80,1847.710227
62.01994,80,1848.689298
62.036494,80,1849.603591
8.890136,13,1849.754819
61.970777,80,1850.711553
64.104105,80,1851.728149
64.753246,80,1852.654
49.50411,65,1853.412048
12.837427,17,1853.609658
58.92051,80,1854.694755
37.921677,47,1855.281264
25.492321,34,1855.675351
61.032515,80,1856.621865
63.102249,80,1857.62613
33.037443,42,1858.117161
43.647196,58,1858.787718
62.232508,80,1859.727582
63.570777,80,1860.684141
61.318963,80,1861.614114
61.512315,80,1862.539042
61.034255,80,1863.478337
62.318508,80,1864.462407
60.95295,80,1865.434697
59.837443,80,1866.374176
61.170777,80,1867.329201
61.758724,80,1868.335474
62.578898,80,1869.281258
60.749824,80,1870.259894
53.668803,77,1871.208316
62.286919,80,1872.152547
55.996632,80,1873.114743
61.837443,80,1874.094549
60.104056,80,1875.021281
62.442122,80,1875.993056
61.170777,80,1876.962858
58.927274,80,1877.883975
62.890534,80,1878.811681
64.273035,80,1879.780233
63.92296,80,1880.69624
62.117777,80,1881.628017
60.540274,80,1882.583782
58.90411,80,1883.508588
63.568616,80,1884.475525
10.370769,16,1884.663914
66.655312,80,1885.638188
60.490525,80,1886.55972
59.532575,80,1887.480257
59.837443,80,1888.436168
60.62122,80,1889.353735
60.576786,80,1890.285843
60.826916,80,1891.291189
58.53726,80,1892.230587
62.10411,80,1893.175154
61.276589,80,1894.154517
61.30411,80,1895.105361
59.22547,80,1896.019812
58.820028,80,1896.944622
63.970777,80,1897.948022
62.758309,80,1898.913985
39.825412,56,1899.578307
33.990375,45,1900.108831
62.074137,80,1901.097
58.268152,80,1902.058612
60.762268,80,1902.996001
55.325,80,1903.979851
32.70411,45,1904.49168
60.669579,80,1905.401884
61.253247,80,1906.373499
17.30411,24,1906.678053
66.574713,80,1907.597413
60.892035,80,1908.54342
56.90411,80,1909.538968
62.092291,80,1910.469439
59.977366,80,1911.413171
60.758731,80,1912.390147
60.104103,80,1913.328792
50.170777,69,1914.131162
61.970361,80,1915.073629
21.25174,30,1915.464801
18.557007,26,1915.77047
59.559537,80,1916.70978
56.10411,80,1917.653713
60.435788,80,1918.621741
58.823583,80,1919.588208
60.576854,80,1920.521058
58.344713,80,1921.564726
58.056739,80,1922.520812
60.84485,80,1923.459597
59.170697,80,1924.388903
64.417081,80,1925.367193
47.977594,64,1926.225581
58.67056,80,1927.155665
58.156302,80,1928.125622
38.034573,54,1928.749972
63.224097,80,1929.672858
59.958831,80,1930.580353
60.625031,80,1931.568211
13.625626,19,1931.798137
63.493177,80,1932.737427
61.023882,80,1933.689092
63.98878,80,1934.673423
63.33733,80,1935.614259
13.599577,19,1935.837443
59.865217,80,1936.822746
56.027834,76,1937.75901
33.514125,45,1938.29514
38.832713,50,1938.870023
11.054113,15,1939.044962
67.17649,80,1940.025009
19.478754,26,1940.332634
51.215005,65,1941.099655
69.103058,80,1942.064238
62.887876,80,1943.02392
65.970776,80,1943.963622
61.289709,80,1944.876877
66.984006,80,1945.813461
60.244326,76,1946.738907
63.037443,80,1947.689401
62.678645,80,1948.599139
68.073886,80,1949.579627
43.432515,54,1950.211278
62.193386,80,1951.146136
60.854929,80,1952.144468
59.901076,80,1953.076243
62.978982,80,1954.017695
59.636118,80,1954.940946
60.407802,80,1955.892552
59.15378,80,1956.841969
43.437443,56,1957.523609
60.703057,80,1958.468951
47.10411,65,1959.25133
60.10411,80,1960.222357
61.570776,80,1961.142703
28.073608,39,1961.64641
38.060394,50,1962.253017
60.995643,80,1963.231728
61.691859,80,1964.157626
25.407888,32,1964.568658
59.769394,80,1965.520919
63.254563,80,1966.473322
60.50411,80,1967.452016
64.206197,80,1968.376829
25.837443,36,1968.791734
63.952531,80,1969.737116
58.723674,80,1970.723484
58.770777,80,1971.646896
61.078475,80,1972.58723
60.314305,80,1973.587856
59.494716,80,1974.543315
61.691877,80,1975.484022
62.151525,80,1976.419433
58.891877,80,1977.402006
10.337431,16,1977.592894
61.292042,80,1978.530296
59.465212,80,1979.456281
60.50411,80,1980.439375
61.91157,80,1981.364061
64.489661,80,1982.347686
61.361737,80,1983.325178
29.958943,41,1983.806604
61.544161,80,1984.713757
61.303921,80,1985.672954
62.764936,80,1986.617853
61.434274,80,1987.55884
60.835788,80,1988.488047
61.625471,80,1989.435163
62.220485,80,1990.354925
60.50411,80,1991.280699
60.959522,77,1992.222518
34.644516,44,1992.742079
22.981471,28,1993.072128
14.00403,21,1993.318217
41.123657,55,1994.008466
61.025391,80,1994.96287
56.645768,77,1995.859642
46.60723,63,1996.600011
62.379478,80,1997.540166
62.211772,80,1998.548222
46.835416,60,1999.246273
15.569703,21,1999.494264
17.89875,23,1999.754981
63.912313,80,2000.666368
62.997752,80,2001.654698
63.245648,80,2002.567547
61.447521,80,2003.483187
59.14101,80,2004.434751
61.865177,80,2005.368573
64.61193,80,2006.30433
63.570777,80,2007.301555
64.798515,80,2008.240902
62.865153,80,2009.182803
59.712639,80,2010.136556
61.158542,80,2011.056259
59.681608,80,2011.967039
59.443242,80,2012.939895
58.990095,80,2013.882762
59.523674,80,2014.816795
61.70411,80,2015.754256
61.89597,80,2016.716697
59.845228,80,2017.626444
61.329826,80,2018.584563
61.769295,80,2019.57826
60.503147,80,2020.520391
43.10411,59,2021.208154
61.72085,80,2022.181316
61.085377,80,2023.143257
58.891877,80,2024.055636
59.399741,80,2025.065177
19.087935,23,2025.336278
20.9041,26,2025.633346
30.590335,38,2026.075675
68.770579,80,2027.02279
62.941718,80,2027.948552
62.312131,80,2028.954463
61.303893,80,2029.909067
63.039591,80,2030.860626
4.483365,6,2030.932214
40.229466,50,2031.562967
59.861643,80,2032.516772
62.757342,80,2033.441819
9.373974,12,2033.583713
21.03744,26,2033.89304
58.977823,80,2034.855307
11.054627,17,2035.054944
61.533697,80,2035.973735
62.156956,80,2036.927491
59.282583,80,2037.925219
61.237075,80,2038.881304
61.287275,80,2039.783646
54.112292,67,2040.607674
27.360603,33,2040.995244
30.215561,38,2041.42786
10.376694,14,2041.587271
28.367276,31,2041.94232
28.231561,37,2042.362716
21.770361,27,2042.681105
20.837443,32,2043.059272
53.570777,80,2044.043597
33.500988,38,2044.475408
18.482374,22,2044.730527
19.712225,23,2045.003843
10.832419,15,2045.175716
42.470582,58,2045.851884
35.866576,41,2046.382461
3.784072,5,2046.444273
27.257333,34,2046.845465
19.823142,22,2047.10412
59.578941,80,2048.056587
61.651668,80,2048.99776
59.30411,80,2050.004403
56.994011,80,2050.944213
24.304108,29,2051.277807
63.703155,80,2052.180657
61.091636,80,2053.163428
56.50411,80,2054.160799
60.166419,80,2055.078858
38.59074,55,2055.744862
66.345143,80,2056.698004
36.437443,45,2057.211431
55.768155,80,2058.181282
63.266249,80,2059.154881
65.435283,80,2060.076129
32.036948,37,2060.511886
28.30411,35,2060.925436
15.904103,21,2061.167359
15.29174,19,2061.388102
25.090587,34,2061.827847
59.034684,80,2062.777362
65.699167,80,2063.704979
4.618993,7,2063.789682
62.933606,80,2064.78082
54.637261,80,2065.718165
62.978757,80,2066.624822
69.276301,80,2067.55686
63.159326,80,2068.531216
24.799514,32,2068.908049
16.937442,26,2069.219989
21.470775,32,2069.5874
61.544903,80,2070.537789
48.567528,61,2071.298136
62.042564,80,2072.255037
65.704109,80,2073.189022
14.904109,20,2073.422117
64.368616,80,2074.375195
62.364808,80,2075.317778
63.568616,80,2076.231562
62.796742,80,2077.211972
51.827805,68,2078.041642
64.370326,80,2078.964859
62.09937,80,2079.935807
60.927799,80,2080.864049
22.256873,30,2081.217543
18.089791,24,2081.503476
13.021547,18,2081.715786
63.111329,80,2082.661898
66.077494,80,2083.65474
28.970776,35,2084.061268
65.169829,80,2084.968033
27.011788,36,2085.393587
10.677667,15,2085.567986
62.20618,80,2086.571388
16.92474,23,2086.844269
14.50308,18,2087.057581
60.80871,80,2087.980959
63.245446,80,2088.967679
61.570646,80,2089.947821
61.437443,80,2090.880801
60.637443,80,2091.803257
59.837427,80,2092.757124
65.165839,80,2093.721969
60.055607,80,2094.693089
62.343183,80,2095.634858
61.990332,80,2096.568968
60.126857,80,2097.491161
62.473479,80,2098.480178
11.698727,14,2098.64179
40.857292,53,2099.256664
54.94514,71,2100.065058
18.158528,25,2100.356534
61.70411,80,2101.347976
59.595572,80,2102.300107
58.290036,80,2103.25352
59.369122,80,2104.224173
56.225211,80,2105.171322
61.043996,80,2106.083649
28.806941,40,2106.54116
60.90411,80,2107.529698
59.842258,80,2108.488198
60.90411,80,2109.426492
60.445649,80,2110.420217
60.567059,80,2111.340008
60.153102,80,2112.282886
60.020173,80,2113.198721
62.768319,80,2114.244539
60.278629,80,2115.198682
60.243296,80,2116.155214
42.9143,56,2116.870956
16.79338,21,2117.114991
68.025094,80,2118.049791
61.118778,80,2119.000018
35.909736,46,2119.574688
27.718861,36,2119.992637
48.925035,59,2120.668166
11.570774,16,2120.852091
13.605669,16,2121.038068
64.917091,77,2121.930907
31.590334,43,2122.436825
65.41181,80,2123.416281
63.551989,80,2124.335043
62.18929,80,2125.288972
30.649023,40,2125.798712
4.439742,6,2125.870954
19.63528,27,2126.188225
60.625211,80,2127.089739
62.235282,80,2128.011806
19.966932,27,2128.326758
14.414945,17,2128.565852
62.237443,80,2129.514253
55.366989,70,2130.330138
60.504109,80,2131.264078
28.370777,36,2131.721607
61.10246,80,2132.637628
65.558609,80,2133.567558
64.770691,80,2134.527364
55.028704,70,2135.399146
38.456651,48,2135.950837
62.545824,74,2136.808325
13.442813,16,2136.996149
24.099151,30,2137.352463
11.996922,14,2137.513315
63.170777,80,2138.509503
63.002481,80,2139.465591
61.425942,80,2140.400678
4.605261,7,2140.485127
67.351283,80,2141.479231
63.544104,80,2142.389482
61.965666,80,2143.327366
59.425533,80,2144.29727
58.585073,80,2145.232128
62.894118,80,2146.176191
62.770767,80,2147.126558
40.370777,52,2147.743647
65.837408,80,2148.6954
62.828453,80,2149.617332
61.558731,80,2150.628561
61.518413,80,2151.54114
22.370774,30,2151.882424
64.237443,80,2152.879264
61.158729,80,2153.833828
58.776576,80,2154.752285
58.723674,80,2155.681283
65.420053,80,2156.668252
61.169646,80,2157.590396
59.837443,80,2158.564426
62.554374,80,2159.55351
60.974086,80,2160.483124
50.570777,67,2161.268501
9.637406,13,2161.419723
64.770777,80,2162.409157
63.968475,80,2163.335702
26.793387,33,2163.717361
67.657881,80,2164.644352
65.825546,80,2165.647863
62.510927,80,2166.59109
59.926575,80,2167.500215
62.637443,80,2168.559554
65.747472,80,2169.494817
64.811496,80,2170.4211
60.523674,79,2171.38436
60.637443,80,2172.305297
65.678461,80,2173.243999
51.423375,67,2174.081068
62.592314,80,2175.176906
62.292851,80,2176.163013
62.770774,80,2177.120584
61.622173,80,2178.073141
61.423454,80,2179.041343
60.10411,80,2179.942568
60.144127,80,2180.903639
37.783051,50,2181.486747
60.33716,80,2182.418589
59.846839,80,2183.324535
61.542794,80,2184.307999
59.4351,80,2185.247462
58.690082,80,2186.17815
58.969122,80,2187.152386
66.091782,80,2188.076701
62.156704,80,2189.011483
62.10411,80,2189.973719
61.173742,80,2190.906638
62.562249,80,2191.854608
60.523464,80,2192.81696
6.835016,9,2192.924826
63.724983,80,2193.869031
61.170761,80,2194.793192
60.128305,80,2195.754169
66.15532,80,2196.720253
59.835283,80,2197.663917
59.893582,80,2198.634033
5.85822,9,2198.741003
63.970777,80,2199.670889
62.493709,80,2200.616464
59.958544,80,2201.560242
59.654521,80,2202.548648
58.925358,80,2203.474692
16.037443,21,2203.723007
56.823438,80,2204.674012
62.0778,80,2205.681864
56.10411,80,2206.630363
65.170594,80,2207.582196
17.806941,25,2207.91278
57.537364,80,2208.882289
64.50411,80,2209.829764
53.437443,80,2210.76806
60.233547,80,2211.75291
26.083888,36,2212.179726
58.725498,80,2213.087008
60.237443,80,2214.071812
59.437443,80,2214.989238
58.770777,80,2215.913452
59.05815,80,2216.849515
61.798652,80,2217.825791
63.95737,80,2218.760717
53.570777,80,2219.694115
55.370777,80,2220.674346
58.843244,80,2221.609067
31.760378,41,2222.078416
59.570776,80,2223.066544
59.011809,80,2223.987941
61.032071,80,2224.922508
58.969122,80,2225.836516
28.137437,42,2226.376518
66.492864,80,2227.30589
63.290526,80,2228.243057
59.825211,80,2229.235967
7.892072,11,2229.366275
59.056858,80,2230.310245
61.178535,80,2231.218069
47.90411,68,2232.004804
60.637443,80,2232.970082
44.870059,65,2233.728419
58.299309,80,2234.792426
57.570777,80,2235.796098
60.768601,80,2236.71243
53.699182,80,2237.625691
53.437443,80,2238.587633
56.10411,80,2239.538284
58.323302,80,2240.465441
13.370777,19,2240.688336
59.556748,80,2241.677543
60.091885,80,2242.58568
56.461805,80,2243.531115
59.837443,80,2244.543867
60.442951,80,2245.4895
59.437363,80,2246.414716
20.825211,29,2246.750532
62.312537,80,2247.716755
65.942079,80,2248.658226
62.690806,80,2249.617123
60.855247,80,2250.615262
61.775413,80,2251.577795
60.309732,80,2252.495126
35.166804,48,2253.058009
66.126261,80,2254.047218
64.6351,80,2255.01826
59.152776,80,2255.934945
60.636496,80,2256.89275
65.304109,80,2257.805797
62.904103,80,2258.722134
23.958731,32,2259.111097
59.902752,80,2260.112557
59.477742,80,2261.042288
61.170777,80,2261.967739
61.037436,80,2262.944906
54.625124,73,2263.770761
65.30411,80,2264.728949
62.106027,80,2265.681007
59.30726,80,2266.615628
61.678441,80,2267.550473
64.178032,80,2268.48804
20.678475,28,2268.862601
4.759262,6,2268.935411
61.037443,80,2269.856092
62.546636,80,2270.774861
10.254712,13,2270.927308
60.318465,80,2271.920009
64.144634,80,2272.830247
42.237443,58,2273.504451
15.793263,20,2273.749614
62.568697,80,2274.717788
58.534293,80,2275.67057
65.365563,80,2276.590686
66.877491,80,2277.551632
59.490071,80,2278.511951
17.312195,23,2278.785558
62.572371,80,2279.754118
63.400767,80,2280.717278
62.50411,80,2281.667995
63.965842,80,2282.63832
54.833708,80,2283.564517
64.501949,80,2284.526734
63.968616,80,2285.439027
62.72348,80,2286.361351
63.145143,80,2287.313735
42.874144,56,2288.017147
63.558355,80,2289.044055
30.290066,41,2289.516426
67.092468,80,2290.495499
59.037357,80,2291.41933
65.160568,80,2292.329263
62.637021,80,2293.309551
58.922428,80,2294.29124
61.437443,80,2295.221567
60.769829,80,2296.183402
60.058498,80,2297.104949
52.570777,71,2297.911714
56.023375,80,2298.911315
60.055078,80,2299.910965
36.149291,50,2300.501604
65.375449,80,2301.433008
59.026141,80,2302.417626
60.999,80,2303.349353
60.510306,80,2304.285511
61.587345,80,2305.272006
62.206767,80,2306.185544
56.625211,80,2307.116338
63.809563,80,2308.023253
61.125759,80,2308.994461
10.437442,15,2309.17004
61.020546,80,2310.116828
65.276274,80,2311.059558
