#{"t_start": 1772342752.702262, "env_id": "highway-v0"}
r,l,t
63.969413,80,2922.365589
40.625124,53,2922.985648
61.837363,80,2923.977849
60.461625,80,2924.909241
56.10411,80,2925.895244
61.523674,80,2926.8576
58.489295,80,2927.800768
61.723935,80,2928.733359
63.797944,80,2929.700367
20.235785,27,2930.014842
28.690854,37,2930.450679
46.12658,61,2931.167264
14.770579,18,2931.382515
67.568438,80,2932.305701
4.735341,7,2932.391817
63.970323,80,2933.376934
63.760375,80,2934.310813
63.893596,80,2935.25114
60.594382,80,2936.232979
63.060064,80,2937.17095
53.437443,80,2938.127389
56.225211,80,2939.099609
68.393433,80,2940.044298
62.770777,80,2940.96595
59.589279,80,2941.95344
62.001531,80,2942.867818
26.691792,31,2943.225246
29.237443,37,2943.659128
16.499178,19,2943.883056
13.576656,17,2944.082111
26.370776,32,2944.448284
62.033473,80,2945.422187
24.037443,31,2945.784055
62.770775,80,2946.751837
56.090041,80,2947.698306
35.90411,47,2948.2561
63.333167,80,2949.19672
62.628451,80,2950.115667
56.057007,80,2951.09592
62.052012,80,2952.0056
18.970738,23,2952.274024
8.832015,11,2952.403311
64.301956,80,2953.313004
62.991309,80,2954.355478
53.437443,80,2955.286675
57.87328,80,2956.222931
57.888089,80,2957.208452
60.50411,80,2958.118311
28.848075,36,2958.538014
62.215011,80,2959.454716
20.793349,25,2959.786921
54.928477,80,2960.709763
62.864856,80,2961.651474
57.192556,73,2962.488173
56.10411,80,2963.473991
63.190734,80,2964.429685
56.990587,80,2965.37603
14.170777,21,2965.624634
62.780566,80,2966.613775
65.580393,80,2967.543667
63.400503,80,2968.45766
57.521368,80,2969.440158
13.031018,17,2969.636656
62.524809,80,2970.558855
62.768616,80,2971.491639
63.393739,80,2972.47244
61.395157,80,2973.410682
62.484621,80,2974.352597
65.704094,80,2975.349565
60.877649,80,2976.299882
56.625533,80,2977.289168
60.310399,80,2978.30141
63.435187,80,2979.263042
32.73397,42,2979.748961
50.342979,64,2980.509966
37.923678,50,2981.079706
61.520773,80,2982.085457
27.926606,36,2982.509436
60.33309,80,2983.469318
60.188381,80,2984.477525
61.879345,80,2985.411824
63.245232,80,2986.33107
6.49017,8,2986.424722
40.437443,51,2987.007716
6.244221,9,2987.113874
61.085902,80,2988.05456
64.724449,80,2989.013862
30.758544,42,2989.495088
66.092257,80,2990.466235
7.844286,11,2990.596803
62.561987,80,2991.538783
59.224132,80,2992.489321
61.768549,80,2993.463367
62.452042,80,2994.371439
62.36552,80,2995.322226
8.051728,12,2995.463542
63.493595,80,2996.459777
60.759355,80,2997.416548
51.635795,66,2998.170442
61.879586,80,2999.119057
63.768391,80,3000.101489
63.970281,80,3001.013841
60.510286,80,3001.95407
62.768616,80,3002.930957
62.726684,80,3003.857112
11.091507,13,3004.010739
63.276301,80,3004.933164
60.705111,80,3005.892779
61.766781,80,3006.812388
60.556708,80,3007.744819
9.902443,14,3007.910764
28.769175,37,3008.341035
62.701091,80,3009.31315
63.158072,80,3010.258185
28.169122,36,3010.677525
62.751694,80,3011.684253
61.69287,80,3012.61487
25.225211,35,3013.019187
61.367254,80,3014.00242
59.223618,80,3014.980701
66.801185,80,3015.901069
59.550787,80,3016.804386
59.26153,80,3017.771299
62.958805,80,3018.697652
61.533721,80,3019.624372
62.005221,80,3020.537576
61.147295,80,3021.492788
58.169123,78,3022.414048
18.770777,26,3022.723736
60.435789,80,3023.690566
63.691501,80,3024.630234
61.938186,80,3025.577476
61.369128,80,3026.497285
62.778833,80,3027.482173
60.926102,80,3028.43763
60.979083,80,3029.395263
63.037258,80,3030.372296
66.045568,80,3031.325403
61.680791,80,3032.232773
61.235953,80,3033.211671
62.833627,80,3034.16439
43.969878,59,3034.837039
60.80158,80,3035.8009
64.097727,80,3036.717011
5.501715,8,3036.812226
24.558746,31,3037.169077
27.437443,38,3037.607525
64.342979,80,3038.54242
12.04019,15,3038.716063
62.778166,80,3039.684205
31.70411,42,3040.159825
65.30403,80,3041.090141
31.425211,42,3041.575131
63.299181,80,3042.590581
63.025295,80,3043.525012
59.825375,80,3044.472279
14.958544,21,3044.718965
65.939188,80,3045.711552
62.473098,80,3046.650072
61.76753,80,3047.564404
61.210322,80,3048.516832
66.225125,80,3049.456049
65.767654,80,3050.449081
61.102038,80,3051.407066
15.902752,22,3051.666812
38.975676,49,3052.232228
65.010036,80,3053.155419
64.308076,80,3054.130221
19.302969,23,3054.394881
61.606946,80,3055.305899
59.969829,80,3056.210833
32.170777,41,3056.683928
60.036118,80,3057.650295
20.091793,27,3057.957868
62.832619,80,3058.91239
24.140591,30,3059.268091
64.091888,80,3060.255952
64.232515,80,3061.207281
63.245648,80,3062.13628
60.569418,80,3063.095834
60.756383,80,3064.036498
62.035933,80,3064.969368
27.024079,35,3065.382343
22.81181,31,3065.739106
62.625211,80,3066.722802
64.742531,80,3067.671854
61.30411,80,3068.683117
63.225153,80,3069.765761
30.769482,41,3070.249572
56.066248,74,3071.113053
44.182179,56,3071.773126
62.721229,80,3072.732263
59.102752,80,3073.661637
62.358615,80,3074.643707
60.956691,80,3075.608927
19.126575,26,3075.918056
63.561589,80,3076.867709
61.037012,80,3077.814761
21.269184,30,3078.166199
58.940092,80,3079.132716
58.99034,80,3080.065648
60.98918,80,3081.004543
59.158543,80,3081.969292
61.825128,80,3082.891544
10.635783,15,3083.064482
66.978895,80,3083.971014
59.025375,80,3084.923799
62.311818,80,3085.83997
61.224127,80,3086.783814
50.90411,70,3087.666261
59.244396,80,3088.625583
59.923883,80,3089.552796
56.90411,80,3090.538946
62.30827,80,3091.478333
60.303012,80,3092.398418
57.437427,80,3093.330789
57.393378,80,3094.30137
63.826203,80,3095.237455
62.178981,80,3096.157599
59.449952,80,3097.155457
58.770777,80,3098.064897
58.728267,80,3098.99998
61.388385,80,3099.964581
58.437416,80,3100.899851
64.566885,80,3101.825582
59.818133,80,3102.80305
27.870777,42,3103.315179
18.759211,24,3103.601178
13.298737,18,3103.807405
23.024291,30,3104.15569
36.703693,47,3104.692789
43.785697,56,3105.347909
20.628691,27,3105.707481
20.978566,31,3106.067182
29.970761,40,3106.530847
62.637428,80,3107.47722
28.500239,40,3107.952758
60.10411,80,3108.930127
60.999772,80,3109.864129
61.448904,80,3110.766195
62.213892,80,3111.741527
42.667144,56,3112.392187
62.734747,80,3113.332352
32.633797,42,3113.834827
48.489783,63,3114.552553
58.653261,80,3115.512391
53.70411,80,3116.444966
56.793147,80,3117.396056
62.284784,80,3118.350433
18.73148,25,3118.644267
61.273466,80,3119.561272
60.857472,80,3120.499951
58.437038,80,3121.469639
62.369829,80,3122.379021
66.503076,80,3123.31793
61.958544,80,3124.284751
42.692199,57,3124.93828
59.71623,80,3125.867367
63.364342,80,3126.869041
59.70411,78,3127.810607
59.490865,80,3128.787662
61.926609,80,3129.753637
63.165312,80,3130.718511
58.162232,80,3131.682486
60.237443,80,3132.621559
23.551412,32,3133.039252
62.235065,80,3134.011649
59.437443,80,3134.932869
63.131423,80,3135.875617
31.437443,44,3136.442285
60.08727,80,3137.355276
62.865435,80,3138.287839
42.457065,57,3138.962981
62.892519,80,3139.934409
63.970281,80,3140.893762
38.207477,52,3141.49328
57.758869,77,3142.420381
66.091999,80,3143.36433
56.857253,80,3144.286425
65.037443,80,3145.24585
60.168945,80,3146.157358
40.037443,55,3146.801753
62.492013,80,3147.760566
62.90411,80,3148.737559
61.691903,80,3149.679647
59.30411,80,3150.612564
41.237443,55,3151.287164
25.10411,35,3151.703817
63.630434,80,3152.64027
61.52663,80,3153.560478
60.259761,80,3154.521192
62.556917,80,3155.444942
70.206865,80,3156.379263
63.698416,80,3157.366651
60.679877,80,3158.297844
51.417596,68,3159.08635
31.02579,41,3159.567996
62.178974,80,3160.535201
35.237443,45,3161.057903
60.637443,80,3161.993965
63.33825,80,3162.913726
63.037012,80,3163.907468
60.569706,80,3164.835112
61.957623,80,3165.833711
51.50411,65,3166.635634
60.814232,80,3167.569061
33.323396,48,3168.15888
61.837028,80,3169.078805
28.898525,39,3169.579422
59.891931,80,3170.521282
59.177823,80,3171.455644
62.503921,80,3172.412542
61.738064,80,3173.395669
58.643242,80,3174.290026
60.189522,80,3175.214694
63.556618,80,3176.199195
34.291466,47,3176.747957
60.50411,80,3177.715426
59.612166,80,3178.705691
56.10411,80,3179.653445
63.965842,80,3180.587492
60.71634,80,3181.522497
20.37069,26,3181.868404
62.092871,80,3182.794794
14.21044,18,3183.001134
12.492057,16,3183.18753
53.980221,66,3183.969302
62.237443,80,3184.936563
55.967281,80,3185.882783
39.221179,56,3186.53642
37.10411,47,3187.077373
62.901764,80,3188.060748
62.491488,80,3189.025281
59.170777,80,3189.954616
64.90411,80,3190.92039
56.726575,80,3191.861423
34.815749,47,3192.412641
55.902059,80,3193.359996
62.625353,80,3194.357313
13.037443,18,3194.568084
60.169423,80,3195.509886
63.760262,80,3196.425943
60.423608,80,3197.421382
59.570777,80,3198.33961
56.689177,80,3199.270738
57.837443,80,3200.257965
56.023375,80,3201.181398
63.437028,80,3202.123284
63.301792,80,3203.111888
61.970777,80,3204.038596
60.874553,80,3204.978299
19.75857,27,3205.303667
37.30411,52,3205.983244
61.939643,80,3206.911586
59.025211,80,3207.832768
57.555324,80,3208.760532
63.81181,80,3209.781143
58.986486,80,3210.734791
59.921146,80,3211.660996
61.67004,80,3212.659394
63.034867,80,3213.639174
60.491896,80,3214.580669
61.676315,80,3215.586104
60.50411,80,3216.528427
59.972671,80,3217.451018
64.631386,80,3218.40795
38.825546,51,3219.013705
62.886619,80,3219.925636
60.079691,80,3220.875321
62.202378,80,3221.852927
61.565766,80,3222.794844
62.617606,80,3223.72594
30.10411,46,3224.303374
59.437443,80,3225.245186
61.790261,80,3226.17902
60.733652,80,3227.10517
55.762316,80,3228.104259
60.82497,80,3229.029415
60.770776,80,3229.961172
53.692871,80,3230.949175
26.237443,36,3231.375986
59.704108,80,3232.293685
62.237443,80,3233.234875
60.512133,80,3234.190228
49.835794,65,3234.96419
35.50411,43,3235.466237
31.237443,39,3235.917308
60.92108,80,3236.896914
61.25257,80,3237.832632
61.675551,80,3238.779151
63.834964,80,3239.76436
61.701799,80,3240.684161
62.544821,80,3241.601113
55.996632,80,3242.585357
61.645459,80,3243.502997
62.370281,80,3244.427959
65.55953,80,3245.343916
61.037443,80,3246.298416
60.758869,80,3247.233309
64.467417,80,3248.149202
63.2523,80,3249.162019
64.566249,80,3250.124856
60.43542,80,3251.071479
24.092202,32,3251.441984
60.789241,80,3252.421693
61.189382,80,3253.343943
62.896169,80,3254.304138
19.070777,28,3254.664189
69.645453,80,3255.615403
15.10411,21,3255.857163
21.437443,28,3256.186802
20.970776,27,3256.510099
61.437428,80,3257.434402
40.837443,53,3258.090017
62.422885,80,3258.997435
59.958711,80,3259.934119
67.970742,80,3260.919415
63.463707,80,3261.878998
34.979452,47,3262.438921
21.790587,30,3262.786188
33.70411,44,3263.286344
56.367279,80,3264.280764
62.405878,80,3265.20035
60.891881,80,3266.144803
64.819032,80,3267.151018
19.678644,25,3267.446782
60.225531,80,3268.38501
61.037363,80,3269.316011
60.225378,80,3270.285133
6.367731,9,3270.395171
4.158138,6,3270.469089
64.454903,80,3271.421697
60.75888,80,3272.333595
22.223404,31,3272.698155
60.240529,80,3273.684917
59.965846,80,3274.61252
64.759439,80,3275.555894
60.104103,80,3276.548893
62.223077,80,3277.517343
66.369829,80,3278.466535
62.345143,80,3279.479897
63.437443,80,3280.429101
65.277373,80,3281.353492
19.492202,25,3281.649475
64.533243,80,3282.631299
60.450659,80,3283.574203
61.007225,80,3284.502093
63.680959,80,3285.489176
59.710383,80,3286.482423
68.635214,80,3287.428199
62.879034,80,3288.416614
21.903646,25,3288.709737
22.503059,29,3289.043776
61.6576,80,3289.962859
67.304095,80,3290.903765
61.915182,80,3291.854238
61.118746,80,3292.795764
58.843042,80,3293.745936
62.153682,80,3294.713983
59.437443,80,3295.646747
60.103927,80,3296.553416
62.599826,80,3297.52455
61.170774,80,3298.486127
62.220055,80,3299.434328
61.0246,80,3300.423227
60.702752,80,3301.354433
65.292134,80,3302.311902
28.570777,39,3302.753993
62.504015,80,3303.722086
35.369454,48,3304.283211
66.033385,77,3305.180635
63.533196,80,3306.297959
59.769371,80,3307.251384
61.345311,80,3308.166799
4.189039,5,3308.227528
60.157763,80,3309.163831
16.34531,21,3309.406905
61.286807,80,3310.376666
64.156709,80,3311.329225
61.570777,80,3312.245925
59.369122,80,3313.267387
60.700582,80,3314.236609
61.025392,80,3315.162359
61.70316,80,3316.161973
61.626929,80,3317.104953
26.942542,32,3317.482171
46.637443,58,3318.141878
27.637443,35,3318.540708
61.236391,80,3319.559321
60.990341,80,3320.470209
35.035841,45,3320.993753
28.969122,40,3321.459687
61.951694,80,3322.430138
59.24072,80,3323.366148
60.860053,80,3324.361425
58.869101,80,3325.326941
54.025547,73,3326.209234
61.739942,80,3327.140019
61.825398,80,3328.143313
60.237443,80,3329.093436
14.50411,20,3329.328868
6.15822,9,3329.436092
61.570777,80,3330.383667
60.83517,80,3331.362886
60.491695,80,3332.274519
61.574435,80,3333.19438
62.832666,80,3334.185521
59.475443,80,3335.103754
60.10411,80,3336.026632
60.370777,80,3336.952917
59.590211,80,3337.928556
59.176973,80,3338.857697
62.88078,80,3339.78605
32.458544,47,3340.370727
61.800326,80,3341.295973
59.923074,80,3342.254042
61.858328,80,3343.219442
65.341452,80,3344.14869
59.425375,80,3345.060169
62.436001,80,3346.022181
61.873527,80,3346.966096
60.370777,80,3347.913493
63.591863,80,3348.853762
60.193373,80,3349.851119
62.230339,80,3350.792582
62.504103,80,3351.737047
61.266208,80,3352.699018
43.10411,59,3353.376248
64.092688,80,3354.294329
63.264618,80,3355.262405
60.302448,80,3356.182843
62.006615,80,3357.134689
61.037443,80,3358.075464
62.892054,80,3359.051997
59.025131,80,3359.99194
63.727207,80,3360.913719
63.233598,80,3361.890943
62.306873,80,3362.816519
61.423214,80,3363.727815
61.303163,80,3364.714695
66.359521,80,3365.641741
60.607519,80,3366.571134
40.084276,54,3367.192083
60.39071,80,3368.256876
44.30411,57,3368.92989
59.349495,80,3369.857998
61.30411,80,3370.816766
60.964443,80,3371.75593
61.257202,80,3372.698641
42.674553,57,3373.365569
63.16107,80,3374.373958
62.969374,80,3375.309134
61.266428,80,3376.249718
60.538099,80,3377.239769
18.892042,26,3377.539052
61.70403,80,3378.471506
63.741472,80,3379.425464
63.424981,80,3380.37988
60.50411,80,3381.358396
56.129895,80,3382.282111
61.358273,80,3383.256163
60.677155,80,3384.192949
65.437028,80,3385.150815
65.025365,80,3386.141102
64.29009,80,3387.078024
62.637443,80,3388.018125
62.955091,80,3388.997456
50.986501,68,3389.791135
65.539793,80,3390.727222
19.292201,26,3391.031372
39.437428,50,3391.607552
45.926575,60,3392.355361
59.492163,80,3393.301144
25.50411,35,3393.718049
56.158708,77,3394.620595
9.204095,14,3394.826005
64.757803,80,3395.774826
6.891735,10,3395.892072
63.185081,80,3396.805483
62.840684,80,3397.729604
63.701933,80,3398.693499
59.970777,80,3399.622549
61.70411,80,3400.548308
13.569122,19,3400.773121
63.942785,80,3401.753354
64.606795,80,3402.717895
63.654492,80,3403.643729
61.594475,80,3404.629587
63.051597,80,3405.56695
61.776622,80,3406.525197
58.690041,80,3407.499352
59.176577,80,3408.425217
63.509954,80,3409.384601
63.46349,80,3410.355582
61.722415,80,3411.293539
13.625375,19,3411.512781
67.15729,80,3412.448919
60.492042,80,3413.415045
63.432515,80,3414.348155
63.698524,80,3415.276841
63.701869,80,3416.229966
59.090041,80,3417.1629
61.607981,80,3418.074275
62.43637,80,3419.047801
64.75888,80,3419.999999
61.456858,80,3420.924662
68.710116,80,3421.86426
41.30411,56,3422.57229
45.370777,59,3423.267873
60.6321,80,3424.214002
65.44268,80,3425.175063
62.770776,80,3426.129856
59.102455,80,3427.08487
47.70411,64,3427.832626
65.475253,80,3428.812311
64.448543,80,3429.755855
63.243056,80,3430.716981
62.744721,80,3431.706492
36.492214,48,3432.289325
62.726707,80,3433.251287
64.140383,80,3434.290622
60.237443,80,3435.303718
62.176738,80,3436.228044
61.407848,80,3437.156706
61.963601,80,3438.140615
62.624005,80,3439.081275
61.303928,80,3440.025486
65.111366,80,3441.006338
34.169725,44,3441.524507
65.815031,80,3442.455334
63.701767,80,3443.414555
62.878397,80,3444.390359
60.90411,80,3445.338553
63.153799,80,3446.283702
60.712132,80,3447.268278
36.692214,47,3447.82005
62.04881,80,3448.776642
63.903057,80,3449.754347
60.70411,75,3450.641737
61.632654,80,3451.580713
64.376673,80,3452.509349
65.231457,80,3453.487808
60.836392,80,3454.444103
60.343705,79,3455.353139
64.6325,80,3456.340407
59.740457,80,3457.307354
61.112647,80,3458.224342
61.837408,80,3459.200898
44.237443,58,3459.88183
67.512234,80,3460.845465
51.599761,69,3461.651669
60.968174,80,3462.611257
60.815495,80,3463.543597
60.358729,80,3464.468368
63.219935,80,3465.447116
64.310763,80,3466.385686
5.557021,8,3466.482007
61.688772,80,3467.437052
65.393352,80,3468.402968
62.056074,80,3469.323611
62.237443,80,3470.287635
63.93954,80,3471.251906
62.678796,80,3472.222195
62.966519,80,3473.170028
50.437443,67,3473.942435
61.356709,80,3474.9121
59.902426,80,3475.857078
63.102788,80,3476.795069
59.389386,80,3477.754472
62.496069,80,3478.684679
59.958673,80,3479.686097
60.770777,80,3480.660603
63.437443,80,3481.599466
62.168471,80,3482.52706
61.44213,80,3483.479406
62.232549,80,3484.405571
60.303035,80,3485.356332
59.102455,80,3486.33932
59.837443,80,3487.279915
13.929409,20,3487.512008
32.970777,45,3488.044014
61.177243,80,3488.991837
31.569418,43,3489.53673
67.378033,80,3490.502491
60.637443,80,3491.420952
64.882993,80,3492.405869
61.691665,80,3493.351782
63.678293,80,3494.340932
60.700292,80,3495.277658
55.870459,80,3496.268942
37.570777,48,3496.830535
61.33709,80,3497.754925
43.10411,59,3498.454695
61.973619,80,3499.425101
62.691217,80,3500.378303
58.990568,80,3501.319838
65.304107,80,3502.303037
61.292042,80,3503.232732
62.092833,80,3504.148607
61.411034,80,3505.122041
61.777644,80,3506.040185
59.235338,80,3506.962139
34.125396,45,3507.482549
58.122776,80,3508.481198
67.277491,80,3509.417208
59.194841,80,3510.371539
62.70204,80,3511.359876
64.798819,80,3512.309432
61.343367,80,3513.268044
67.812946,80,3514.269334
61.037261,80,3515.223736
35.370777,47,3515.783766
62.20923,80,3516.734788
28.358573,38,3517.213452
60.747226,80,3518.145905
60.10411,80,3519.064517
61.558879,80,3520.057675
60.353938,80,3520.995825
59.692201,80,3521.910698
64.0794,80,3522.883946
70.473125,80,3523.867815
59.125211,80,3524.7888
59.825378,80,3525.712983
64.568504,80,3526.662044
59.558729,80,3527.582631
63.357783,80,3528.588989
63.953701,80,3529.583066
64.030625,80,3530.526379
44.791788,61,3531.228533
21.90411,29,3531.562336
61.091881,80,3532.510442
59.825375,80,3533.406555
62.091878,80,3534.340307
39.625546,53,3534.950921
33.526784,45,3535.509986
60.289529,80,3536.455169
63.112299,80,3537.391699
9.637359,13,3537.545912
61.526988,80,3538.512953
57.044196,80,3539.436003
61.661132,80,3540.365376
62.168946,80,3541.339733
63.767707,80,3542.266621
60.009617,80,3543.19189
64.812408,80,3544.169584
60.593525,80,3545.142107
66.407758,80,3546.11672
61.758158,80,3547.108998
43.437443,58,3547.824321
59.958868,80,3548.751419
24.325214,32,3549.125945
22.832812,25,3549.418843
5.561571,7,3549.501123
63.503059,80,3550.499833
62.713546,80,3551.426105
59.432141,80,3552.348303
68.992335,80,3553.314843
17.123915,22,3553.57325
10.809388,13,3553.72655
34.90411,44,3554.286395
20.49188,28,3554.618015
29.170777,36,3555.036126
21.755123,29,3555.371152
4.149411,6,3555.443193
38.427243,48,3556.027259
62.993387,80,3556.988098
60.758365,80,3557.934116
15.837442,23,3558.199856
6.235049,9,3558.304746
59.835283,80,3559.221934
60.433628,80,3560.195715
2.946268,4,3560.244715
60.993247,80,3561.18668
63.170776,80,3562.136115
61.30411,80,3563.091765
66.473317,80,3564.038542
63.144014,80,3564.970599
59.847858,80,3565.94727
64.235283,80,3566.864664
60.214047,80,3567.779973
61.035699,80,3568.74051
60.98744,80,3569.690882
56.637261,80,3570.641801
64.370777,80,3571.619281
60.220085,80,3572.548861
62.63209,80,3573.510916
61.769016,80,3574.448092
62.290197,80,3575.459842
58.927831,80,3576.397164
62.107191,80,3577.349159
63.037443,80,3578.331967
60.566903,80,3579.263256
65.30411,80,3580.195878
61.420605,80,3581.174346
64.707306,80,3582.109367
61.074997,80,3583.032135
62.089959,80,3584.003741
43.232515,57,3584.67863
61.236289,80,3585.610733
61.226197,80,3586.569657
60.169482,80,3587.566595
59.245613,80,3588.492054
57.144196,80,3589.414053
61.22395,80,3590.395531
63.303097,80,3591.318667
59.306616,80,3592.239125
62.770695,80,3593.199587
60.032573,80,3594.114061
59.902504,80,3595.031485
13.213632,17,3595.225215
6.891735,10,3595.344435
5.202838,8,3595.437709
63.301949,80,3596.413533
59.95857,80,3597.367319
60.50411,80,3598.300409
62.49029,80,3599.282758
64.899182,80,3600.226956
69.02541,80,3601.163243
69.372332,80,3602.146159
31.530469,41,3602.629406
58.770777,78,3603.544
68.574052,80,3604.487683
62.020094,80,3605.449631
59.965727,80,3606.372638
58.625128,80,3607.311122
62.345766,80,3608.288634
63.703928,80,3609.225796
14.50411,20,3609.459612
18.570777,25,3609.748447
61.241604,80,3610.685498
62.49918,80,3611.667124
54.023356,80,3612.603929
60.892871,80,3613.553577
67.303608,80,3614.556797
63.258544,80,3615.467595
63.508271,80,3616.400339
60.758852,80,3617.425022
61.020619,80,3618.379427
61.769421,80,3619.308971
24.958747,33,3619.687035
6.631573,9,3619.794809
62.882821,80,3620.771706
60.204842,80,3621.698632
60.860039,80,3622.615574
60.892863,80,3623.56643
56.63744,80,3624.514338
60.904103,80,3625.457052
66.314024,80,3626.417377
60.292548,80,3627.355925
59.271504,80,3628.278903
62.376873,80,3629.284919
59.546788,80,3630.216154
44.903035,61,3630.942835
59.10411,80,3631.900897
60.827893,80,3632.878881
63.466035,80,3633.781967
62.770594,80,3634.724353
3.671123,5,3634.785065
48.225211,60,3635.530303
65.037443,80,3636.479266
63.977244,80,3637.431344
61.343114,80,3638.360184
59.790375,80,3639.363355
60.042624,80,3640.277142
60.841113,80,3641.227185
64.258147,80,3642.21025
59.425236,80,3643.143369
59.682448,80,3644.087005
59.716385,80,3645.049898
61.245431,80,3645.957543
62.968707,80,3646.887622
60.923817,80,3647.872631
59.300643,80,3648.844184
63.443685,80,3649.797428
19.491903,27,3650.110737
5.43514,8,3650.20541
59.97077,80,3651.181872
56.235287,80,3652.101225
60.107478,80,3653.028566
61.74521,80,3653.979418
59.604817,80,3654.908998
29.10411,39,3655.361463
61.266118,80,3656.339437
60.701508,80,3657.370639
64.90411,80,3658.347396
62.712315,80,3659.370274
61.75967,80,3660.332239
27.502455,38,3660.772733
64.492073,80,3661.724665
58.910927,80,3662.640993
60.957216,80,3663.600809
61.378873,80,3664.542061
59.8351,80,3665.478072
64.682325,80,3666.478756
68.898999,80,3667.399657
66.978982,80,3668.408139
59.636085,80,3669.38306
63.291888,80,3670.308452
39.170777,48,3670.85465
66.323525,80,3671.785602
63.284749,80,3672.731924
34.370777,44,3673.244974
28.502508,37,3673.674329
24.323923,32,3674.087311
62.955664,80,3675.015625
61.170777,80,3675.983955
62.190589,80,3676.913726
57.292199,80,3677.824465
58.969122,80,3678.780326
59.635789,80,3679.717703
62.370777,80,3680.639678
61.68617,80,3681.632033
34.411564,47,3682.185808
61.756708,80,3683.113988
33.291877,46,3683.651991
30.825546,41,3684.165323
60.733917,80,3685.098282
6.624886,10,3685.214693
61.636085,80,3686.137506
36.814994,50,3686.730615
6.235049,9,3686.838501
59.625473,80,3687.85085
63.058831,80,3688.795212
57.437443,76,3689.695786
58.465924,80,3690.671286
37.625236,51,3691.264256
62.300252,80,3692.205302
62.790154,80,3693.157476
60.852733,80,3694.146681
66.498657,80,3695.095444
64.637443,80,3696.03615
69.170777,80,3697.049633
62.169121,80,3697.958979
66.237443,80,3698.920296
61.825547,80,3699.887852
66.845568,80,3700.821718
65.355582,80,3701.756786
62.10274,80,3702.720762
64.365849,80,3703.648571
64.103161,80,3704.61807
67.373936,80,3705.629869
9.808014,13,3705.782536
10.689479,14,3705.948062
16.036495,21,3706.198988
62.342541,80,3707.140195
17.819618,21,3707.388579
19.503023,24,3707.670845
64.753059,80,3708.641027
41.970776,54,3709.26294
62.092062,80,3710.204499
31.825547,40,3710.690583
64.107321,80,3711.659073
16.637443,22,3711.912849
21.99338,27,3712.231819
67.159502,80,3713.159505
61.157755,80,3714.070528
64.578793,80,3715.01823
62.903927,80,3715.970022
65.437443,80,3716.891362
63.63621,80,3717.864748
70.401215,80,3718.825243
61.278477,80,3719.780654
62.754312,80,3720.729274
23.558697,30,3721.07336
39.225394,49,3721.643843
63.431948,80,3722.584126
63.501479,80,3723.50598
61.165814,80,3724.491931
14.878627,19,3724.716148
66.226166,80,3725.649758
34.265867,40,3726.11192
66.29994,80,3727.092545
63.823379,80,3728.027836
52.302462,66,3728.816068
47.15094,64,3729.580913
44.860351,59,3730.30159
60.892061,80,3731.227937
62.865816,80,3732.154002
66.490053,80,3733.12678
22.15888,29,3733.456388
40.970777,55,3734.130628
61.758185,80,3735.058932
71.336518,80,3736.053117
61.970594,80,3736.989918
64.078469,80,3737.956757
61.769725,80,3738.899388
62.370697,80,3739.849012
56.637443,76,3740.730238
64.249029,80,3741.656145
62.342982,80,3742.618073
59.570775,80,3743.554495
66.50411,80,3744.514408
60.10411,80,3745.504831
60.431464,80,3746.436588
61.068137,80,3747.390625
63.701945,80,3748.382475
22.712206,30,3748.730254
59.025375,80,3749.641583
62.160262,80,3750.575226
65.075442,80,3751.553013
54.969725,72,3752.391343
63.255737,80,3753.325947
60.303028,80,3754.320324
61.70411,80,3755.24203
61.942118,80,3756.164156
62.026122,80,3757.127269
18.50411,24,3757.412422
30.903059,39,3757.868378
61.262307,80,3758.793085
65.142903,80,3759.743981
59.398794,80,3760.704465
62.099147,80,3761.645611
60.344546,80,3762.567053
62.696998,80,3763.543242
31.437443,42,3764.032082
40.970777,53,3764.664881
60.836391,80,3765.603153
61.037443,80,3766.562649
44.527082,58,3767.259729
62.179867,80,3768.196374
65.947558,80,3769.161736
65.170777,80,3770.20936
61.380999,80,3771.201926
62.188242,80,3772.166695
61.825533,80,3773.131399
60.877864,80,3774.056381
41.370777,55,3774.716745
60.691034,80,3775.670554
61.314301,80,3776.586475
59.837443,80,3777.520369
56.655885,77,3778.430094
60.163112,80,3779.391173
62.302354,80,3780.334184
64.503155,80,3781.272105
60.545296,80,3782.250848
61.356738,80,3783.174702
68.606875,80,3784.113693
62.859974,80,3785.089545
64.698251,80,3786.052266
65.660419,80,3786.974381
60.943145,80,3787.976092
16.193669,21,3788.224859
60.569686,80,3789.160741
61.49806,80,3790.104473
63.704059,80,3791.06715
65.706336,80,3792.039332
64.326578,80,3792.990332
62.758691,80,3793.974069
58.354727,75,3794.845548
30.958545,39,3795.294345
61.570695,80,3796.253247
65.425211,80,3797.259304
63.097713,80,3798.216354
61.649134,80,3799.150284
64.237261,80,3800.112408
61.692791,80,3801.027236
61.698997,80,3801.950561
49.10411,65,3802.704232
61.369725,80,3803.653885
66.833816,80,3804.582919
62.03621,80,3805.507286
28.611775,38,3805.977851
50.637443,66,3806.748689
60.770777,80,3807.659422
17.83744,22,3807.921918
53.30411,72,3808.770995
63.149472,80,3809.730227
64.625773,80,3810.675439
65.025467,80,3811.64719
61.666273,80,3812.649614
63.897823,80,3813.603643
67.023252,80,3814.547632
62.193387,80,3815.508511
59.102752,80,3816.412127
