#{"t_start": 1772229770.224811, "env_id": "highway-fast-v0"}
r,l,t
28.741271,30,2923.734576
29.243136,30,2924.119632
28.840154,30,2924.500008
27.276504,30,2924.881308
24.765463,30,2925.264748
29.110126,30,2925.644268
28.409258,30,2926.024711
27.343947,30,2926.40397
29.409809,30,2926.785501
29.142503,30,2927.173232
29.142488,30,2927.556502
2.979363,4,2927.609988
25.752148,30,2927.993536
14.896469,17,2928.212803
1.848486,3,2928.25464
29.609345,30,2928.636441
6.778849,8,2928.741577
20.409641,22,2929.02354
26.385124,30,2929.403008
23.5432,26,2929.733284
23.379214,30,2930.114555
24.56761,30,2930.496186
25.317856,30,2930.875702
28.975526,30,2931.255041
18.54392,20,2931.507844
29.008902,30,2931.889364
6.950727,8,2931.993259
29.10732,30,2932.371308
29.54174,30,2932.746206
21.544071,23,2933.038821
12.445341,14,2933.217626
26.71064,30,2933.605364
10.778372,12,2933.759632
28.974921,30,2934.14227
28.942006,30,2934.527997
26.717175,30,2934.908815
6.778849,8,2935.01112
26.350568,30,2935.392555
8.586363,11,2935.533729
28.944623,30,2935.915345
28.878517,30,2936.295247
10.318169,13,2936.468498
29.0079,30,2936.847543
25.979944,30,2937.224776
27.547319,30,2937.604904
27.184527,30,2937.993208
14.733695,18,2938.223688
28.808998,30,2938.604837
29.21028,30,2938.984188
13.411209,15,2939.179827
28.343661,30,2939.557108
28.540636,30,2939.931209
15.977877,18,2940.15884
28.961493,30,2940.538575
29.076012,30,2940.916455
29.043599,30,2941.291493
29.576484,30,2941.67004
28.441534,30,2942.05325
29.008977,30,2942.42972
27.508777,30,2942.807652
28.910301,30,2943.187953
28.976328,30,2943.572544
26.783197,30,2943.958036
5.549594,7,2944.050939
29.407919,30,2944.431061
28.90933,30,2944.813897
7.153112,8,2944.916086
23.553082,30,2945.292876
25.418012,30,2945.674646
29.009356,30,2946.06143
25.60061,30,2946.443379
28.95975,30,2946.820972
29.44264,30,2947.196763
28.044395,30,2947.578486
1.279667,2,2947.607109
28.475837,30,2947.988055
27.142385,30,2948.366159
8.777901,10,2948.498528
12.744468,15,2948.690786
28.877418,30,2949.071722
12.645031,14,2949.251152
27.775253,30,2949.6295
29.240761,30,2950.006106
3.845981,5,2950.071725
27.876108,30,2950.451435
23.352185,30,2950.837614
28.64157,30,2951.220973
29.209332,30,2951.599379
18.151676,22,2951.880737
28.841408,30,2952.264285
29.274601,30,2952.643424
25.584579,30,2953.02527
28.906451,30,2953.408283
22.085009,26,2953.739691
28.541479,30,2954.119289
6.415095,8,2954.22235
6.778845,8,2954.325237
25.849619,30,2954.707571
29.308363,30,2955.088136
26.716767,30,2955.469647
27.542102,30,2955.850367
28.548064,30,2956.235792
29.676016,30,2956.619069
29.141239,30,2956.993907
14.576485,16,2957.20066
5.249612,7,2957.295189
29.544082,30,2957.679933
21.94231,24,2957.98546
27.775766,30,2958.366325
9.577888,11,2958.510934
21.351308,29,2958.880376
29.343141,30,2959.261106
29.276785,30,2959.637859
14.879307,16,2959.84451
25.318815,30,2960.227965
26.943623,30,2960.609552
10.762597,12,2960.763794
26.476187,30,2961.147606
4.013118,5,2961.213935
1.979667,3,2961.255019
20.017856,24,2961.561177
28.607535,30,2961.948626
28.712119,30,2962.330812
28.575862,30,2962.711398
27.773304,30,2963.090785
25.213033,30,2963.475787
25.743623,27,2963.816976
28.809645,30,2964.199109
13.178693,15,2964.390632
28.909345,30,2964.771625
28.742114,30,2965.154141
28.810217,30,2965.533848
27.108754,30,2965.917695
20.397925,23,2966.214488
19.697614,22,2966.494851
26.909493,29,2966.895947
27.417215,30,2967.290999
27.943923,30,2967.673771
26.549385,30,2968.053374
28.374232,30,2968.436948
28.776932,30,2968.816357
1.946334,3,2968.860839
4.046452,5,2968.926799
10.651322,13,2969.096546
29.676946,30,2969.471802
26.975084,30,2969.853902
20.777418,22,2970.134452
24.684859,30,2970.520401
9.012182,10,2970.647186
14.550013,17,2970.885211
21.778758,24,2971.192276
5.945511,7,2971.282758
10.313112,11,2971.423761
29.47503,30,2971.808453
27.595459,30,2972.190055
26.71746,30,2972.564786
24.543034,30,2972.949643
1.979667,3,2972.992513
29.042814,30,2973.369576
14.329538,16,2973.570743
24.513795,30,2973.949294
11.911706,13,2974.118452
24.951019,30,2974.504836
28.328264,30,2974.882888
14.544543,16,2975.088417
4.150582,6,2975.169872
28.207914,30,2975.553657
17.177263,19,2975.794443
3.279313,4,2975.848509
28.67612,30,2976.229212
29.509331,30,2976.608616
16.095449,18,2976.836545
29.20824,30,2977.215958
29.709817,30,2977.601114
28.742829,30,2977.978027
22.617004,30,2978.356142
29.411224,30,2978.733274
14.17774,16,2978.940899
4.845984,6,2979.020657
3.912184,5,2979.086459
28.212649,30,2979.468102
12.850318,15,2979.659908
29.20937,30,2980.042334
14.67757,17,2980.261037
14.015333,16,2980.466048
28.645925,30,2980.844161
19.947078,22,2981.120779
28.809181,30,2981.498731
26.251194,30,2981.875341
28.292488,30,2982.253771
25.618798,30,2982.632566
2.013463,3,2982.674839
12.577876,14,2982.854202
29.276016,30,2983.233203
29.442226,30,2983.616837
28.994654,30,2983.99911
2.013463,3,2984.040446
28.074638,30,2984.42337
28.30825,30,2984.800275
1.118234,2,2984.829183
29.409808,30,2985.207943
10.745015,12,2985.365463
27.582331,30,2985.744444
29.644557,30,2986.121944
23.617556,30,2986.502184
6.819866,9,2986.623429
9.353076,12,2986.780963
16.362134,18,2987.011721
28.141956,30,2987.390125
28.807739,30,2987.775482
26.642513,30,2988.1514
29.209806,30,2988.531102
29.642211,30,2988.912162
28.876298,30,2989.294094
22.644056,24,2989.599105
20.57789,22,2989.87912
17.210747,19,2990.123638
28.709172,30,2990.50575
12.165372,14,2990.684784
26.717384,30,2991.067627
16.47789,18,2991.29631
1.979667,3,2991.33927
28.5827,30,2991.720049
10.778835,12,2991.871343
21.77924,23,2992.164245
3.812646,5,2992.232875
28.641164,30,2992.618039
28.616378,30,2992.999169
29.643599,30,2993.377082
29.375988,30,2993.764252
29.275973,30,2994.146397
28.709332,30,2994.525488
6.330504,8,2994.630597
24.73506,30,2995.016392
27.148786,30,2995.398441
15.360062,17,2995.616338
27.708583,30,2995.995906
19.944526,23,2996.291289
21.851234,23,2996.585132
27.043139,30,2996.972025
29.31059,30,2997.349459
29.276474,30,2997.728446
28.295918,30,2998.115894
29.342048,30,2998.499685
25.745153,30,2998.883508
17.794518,19,2999.131436
17.475974,19,2999.37438
28.942168,30,2999.754642
29.276948,30,3000.137576
29.241734,30,3000.524484
28.54267,30,3000.902227
29.476932,30,3001.272621
29.374601,30,3001.648555
28.606522,30,3002.030697
1.946334,3,3002.072804
28.541247,30,3002.451941
28.575654,30,3002.835519
28.375351,30,3003.217072
15.328792,17,3003.434712
28.043483,30,3003.813066
13.514152,15,3004.005199
25.911068,30,3004.393485
29.075988,30,3004.772148
16.882162,18,3005.002743
28.874886,30,3005.382451
19.643637,21,3005.64996
9.545501,11,3005.789281
28.759094,30,3006.168459
10.279307,12,3006.320309
27.74336,30,3006.701634
12.112168,13,3006.867289
24.978172,30,3007.253161
1.979667,3,3007.293671
29.410277,30,3007.678898
28.442045,30,3008.060373
29.275973,30,3008.438748
27.316946,30,3008.816304
28.999452,30,3009.198381
27.933078,30,3009.580613
18.677907,20,3009.835331
28.908715,30,3010.214904
6.01265,7,3010.309962
29.176313,30,3010.685935
4.01219,5,3010.752926
24.444474,30,3011.135793
28.645462,30,3011.516409
28.940611,30,3011.896747
29.308377,30,3012.279353
18.833593,21,3012.547545
27.40892,30,3012.932401
7.545501,9,3013.051167
29.174891,30,3013.43227
25.442504,27,3013.777092
12.545357,14,3013.957757
28.708184,30,3014.338878
24.617546,29,3014.707331
19.21927,22,3014.990054
29.109203,30,3015.37515
28.975825,30,3015.755262
5.851189,7,3015.847145
27.050708,30,3016.224611
27.27553,29,3016.596609
29.342516,30,3016.972087
25.317132,30,3017.348286
27.442976,29,3017.713722
28.495233,30,3018.097565
10.634358,13,3018.265592
27.099302,30,3018.651461
25.808434,28,3019.0079
29.174878,30,3019.394428
23.769281,30,3019.773947
28.874573,30,3020.155574
21.666,25,3020.471842
28.644987,30,3020.855501
29.107877,30,3021.234164
1.980129,3,3021.274559
25.150703,30,3021.648975
7.685501,9,3021.767317
25.444924,30,3022.152469
21.6436,23,3022.445423
21.376462,23,3022.73819
21.516777,25,3023.06165
26.517383,30,3023.445498
5.663061,7,3023.536733
18.510483,21,3023.806258
28.476161,30,3024.189713
17.827117,20,3024.447079
28.642309,30,3024.829531
18.950343,21,3025.097027
28.243461,30,3025.477517
27.742238,30,3025.85638
22.864175,25,3026.171397
29.475055,30,3026.552004
26.543557,30,3026.980684
21.477739,23,3027.272806
22.459752,24,3027.578599
29.241033,30,3027.958163
29.177418,30,3028.337083
29.744557,30,3028.71721
28.742015,30,3029.095593
28.542182,30,3029.477333
29.244234,30,3029.858454
26.363852,29,3030.226563
29.107428,30,3030.609216
28.676947,30,3030.991331
14.830198,16,3031.19861
1.913001,3,3031.238987
18.630908,22,3031.518223
27.643151,29,3031.88251
26.134132,30,3032.26794
29.107892,30,3032.645285
28.976309,30,3033.028179
27.875179,30,3033.413151
27.728019,30,3033.800783
16.348104,18,3034.028907
29.008188,30,3034.405777
29.195682,30,3034.785882
29.077085,30,3035.17118
29.608873,30,3035.552924
29.078199,30,3035.931538
28.209706,30,3036.313763
29.163347,30,3036.693734
28.709011,30,3037.072508
17.610261,19,3037.316057
25.218191,30,3037.698162
28.298461,30,3038.081094
28.674751,30,3038.460763
27.227179,30,3038.845531
9.41264,11,3038.988081
29.34206,30,3039.370104
1.846796,3,3039.410979
28.57443,30,3039.794133
24.099204,30,3040.172584
27.816263,30,3040.553917
29.210265,30,3040.933236
29.175053,30,3041.312432
13.643609,15,3041.499991
28.842182,30,3041.882866
16.496492,19,3042.124416
28.840265,30,3042.501158
9.911706,11,3042.642554
11.267862,14,3042.826673
26.477108,30,3043.20436
28.510606,30,3043.588823
27.08279,30,3043.968332
29.042192,30,3044.348474
18.962019,22,3044.628617
26.208388,28,3044.985692
29.075859,30,3045.366987
28.067017,30,3045.755864
26.643105,30,3046.136163
29.376785,30,3046.517444
6.62835,8,3046.622304
13.376956,15,3046.819861
23.042669,25,3047.137011
29.308387,30,3047.511789
21.143599,23,3047.801954
23.875823,26,3048.136461
28.74194,30,3048.523218
28.475872,30,3048.905223
15.778835,17,3049.12406
7.398086,9,3049.244058
13.561615,15,3049.438005
29.076298,30,3049.918031
8.711219,10,3050.049473
12.218166,16,3050.277132
14.676471,16,3050.481387
26.219277,30,3050.935768
29.608873,30,3051.33173
1.051567,2,3051.363059
26.247858,30,3051.742371
26.409615,30,3052.124413
28.906507,30,3052.505685
27.410138,30,3052.887565
27.909012,30,3053.264908
26.71818,30,3053.645968
29.241739,30,3054.027441
27.574037,30,3054.412453
29.643627,30,3054.789072
29.277129,30,3055.16743
28.375129,30,3055.541337
27.276327,29,3055.909704
10.148015,12,3056.063457
11.718277,14,3056.243349
10.285547,12,3056.398398
29.241711,30,3056.775894
28.109321,30,3057.158455
28.941195,30,3057.533774
25.57789,30,3057.916695
18.293417,21,3058.185246
29.442656,30,3058.566341
29.27646,30,3058.943113
29.00885,30,3059.323183
25.948794,30,3059.707658
28.827367,30,3060.088153
6.844554,8,3060.192489
23.000774,27,3060.536579
8.479307,10,3060.66941
1.898374,3,3060.751903
15.782133,17,3060.990636
26.049774,30,3061.372159
27.078839,30,3061.762197
28.412515,30,3062.14293
5.61889,7,3062.234876
19.727395,21,3062.500794
9.678677,11,3062.646403
10.478348,12,3062.886255
28.540657,30,3063.270354
16.26521,18,3063.50352
1.880129,3,3063.546112
26.212099,30,3063.927095
26.566552,30,3064.308529
29.576446,30,3064.690946
5.612182,7,3064.786614
29.129664,30,3065.166858
27.948208,30,3065.545183
27.518982,30,3065.92774
25.318192,30,3066.309624
29.075864,30,3066.68948
25.698786,30,3067.067414
28.608572,30,3067.445437
29.075531,30,3067.82823
28.608415,30,3068.210442
28.712416,30,3068.590031
29.29633,30,3068.965522
14.844557,16,3069.171636
11.31264,13,3069.339733
9.812178,11,3069.482145
28.040312,30,3069.862155
29.241716,30,3070.246967
20.895488,25,3070.562085
28.400297,30,3070.943539
9.477726,11,3071.086815
28.65977,30,3071.471872
28.857843,30,3071.852594
29.409307,30,3072.231994
16.84993,20,3072.487717
18.6121,21,3072.757587
25.547954,27,3073.100936
29.008974,30,3073.517555
1.881819,3,3073.56201
23.548781,30,3074.01241
21.708899,23,3074.307276
4.812651,6,3074.387045
1.913001,3,3074.428293
20.142211,22,3074.715401
27.633508,30,3075.101934
26.917821,30,3075.481617
28.80739,30,3075.865661
29.143452,30,3076.244726
29.042979,30,3076.624975
27.814877,30,3077.01121
5.549607,7,3077.106255
28.977362,30,3077.494553
27.85829,30,3077.887476
25.01736,30,3078.280267
28.506328,30,3078.671381
29.644085,30,3079.063518
28.842346,30,3079.4511
28.877255,30,3079.856121
27.309332,29,3080.222439
29.409809,30,3080.606536
29.477428,30,3080.986061
27.284626,30,3081.366065
27.975435,30,3081.743525
9.750717,11,3081.886545
29.360238,30,3082.268725
29.240759,30,3082.645469
1.979667,3,3082.686485
26.074143,30,3083.075455
28.642516,30,3083.455077
26.117811,30,3083.838008
25.73459,30,3084.220145
29.576013,30,3084.606888
28.975554,30,3084.984438
29.174581,30,3085.362019
3.313118,4,3085.416937
4.046452,5,3085.485363
24.207486,26,3085.814264
1.118234,2,3085.841945
29.077468,30,3086.216261
25.677085,28,3086.573643
27.577635,30,3086.980399
26.883406,30,3087.360685
22.612592,24,3087.667086
23.984846,30,3088.055047
3.349108,5,3088.119019
28.742502,30,3088.503502
28.676025,30,3088.884997
17.7779,19,3089.130046
8.413112,10,3089.257986
29.108863,30,3089.63549
29.042041,30,3090.013018
29.008621,30,3090.390845
9.085547,11,3090.531754
28.943924,30,3090.923533
28.742367,30,3091.30158
15.313546,17,3091.518955
29.542678,30,3091.898037
17.196504,19,3092.139712
15.613522,17,3092.35928
28.808854,30,3092.740477
28.580696,30,3093.121724
28.410127,30,3093.504125
7.816493,9,3093.622384
28.942212,30,3094.003917
1.879667,3,3094.045107
23.250139,25,3094.365217
28.67819,30,3094.741562
29.443141,30,3095.125765
20.076298,22,3095.405067
29.009793,30,3095.78425
29.042169,30,3096.160555
28.147552,30,3096.547016
1.946334,3,3096.587463
2.96309,4,3096.641207
3.745523,5,3096.707436
23.379711,30,3097.091624
4.67978,6,3097.168766
28.741108,30,3097.546063
16.744582,18,3097.777976
29.110279,30,3098.159623
27.277003,30,3098.538833
28.675487,30,3098.920501
5.745163,7,3099.011618
25.613303,30,3099.392111
2.946021,4,3099.446153
13.462116,15,3099.637492
29.008373,30,3100.016877
23.951684,30,3100.399908
13.362573,15,3100.590727
29.041131,30,3100.970061
28.974891,30,3101.348505
27.132539,30,3101.732056
27.276833,30,3102.112848
1.118234,2,3102.141786
29.194028,30,3102.522896
19.653082,25,3102.842727
29.008243,30,3103.225587
29.343126,30,3103.605445
3.846452,5,3103.670451
28.744086,30,3104.05326
7.677915,9,3104.170903
28.942188,30,3104.546119
9.453076,12,3104.700004
29.644056,30,3105.084682
29.508372,30,3105.464865
29.510752,30,3105.845004
27.374649,30,3106.222507
29.542684,30,3106.602837
25.444942,30,3106.98343
25.811246,30,3107.363747
25.977335,30,3107.74549
29.142504,30,3108.12672
17.734912,21,3108.394668
29.209186,30,3108.778938
22.010294,23,3109.069857
22.077717,24,3109.379652
7.478885,9,3109.498561
26.048174,30,3109.879812
28.907268,30,3110.261111
28.343461,30,3110.643606
29.376324,30,3111.023834
29.108701,30,3111.403613
28.675841,30,3111.784245
27.742713,30,3112.167128
27.57712,30,3112.543559
28.441876,30,3112.92659
28.874567,30,3113.305573
3.079313,4,3113.361088
5.978849,7,3113.452902
27.775195,30,3113.840473
1.979667,3,3113.88276
28.009706,30,3114.263283
11.917635,13,3114.430243
29.175852,30,3114.80979
1.118234,2,3114.838419
29.141692,30,3115.219512
28.542059,30,3115.598481
16.047134,18,3115.830176
26.717373,30,3116.212722
28.942191,30,3116.597734
15.77789,17,3116.810523
12.515801,14,3116.991988
22.409644,26,3117.32473
29.309185,30,3117.70593
2.013463,3,3117.753068
25.343128,27,3118.143301
17.149597,19,3118.411802
29.744085,30,3118.798569
23.018342,27,3119.143854
9.647799,11,3119.285667
9.711682,11,3119.441102
28.994384,30,3119.842508
28.375237,30,3120.226948
15.552603,18,3120.457667
29.576488,30,3120.846433
22.229894,25,3121.17855
28.908245,30,3121.56436
27.695421,30,3121.944399
25.350736,30,3122.32587
1.879667,3,3122.369002
26.809125,30,3122.748262
28.580466,30,3123.128245
24.35261,30,3123.507253
29.143613,30,3123.893865
16.532665,19,3124.138759
6.532024,8,3124.24568
28.909315,30,3124.626406
12.998233,15,3124.821973
26.026467,28,3125.177816
27.376051,30,3125.557376
29.177139,30,3125.940953
6.878844,8,3126.047485
28.77445,30,3126.428172
26.715074,30,3126.813253
26.949478,30,3127.193747
27.782003,30,3127.580412
29.376474,30,3127.963909
25.485481,30,3128.343881
24.909199,27,3128.685736
1.279667,2,3128.71713
29.275068,30,3129.096261
25.043639,27,3129.438213
1.979667,3,3129.478602
27.209809,30,3129.859241
27.273544,30,3130.239826
29.108561,30,3130.617
10.778377,12,3130.768521
27.911062,30,3131.152119
5.91264,7,3131.244682
25.509195,27,3131.587587
28.33249,30,3131.964028
29.141138,30,3132.345123
3.812074,5,3132.41009
28.350527,30,3132.791835
27.510633,30,3133.174105
29.676002,30,3133.559048
29.442694,30,3133.939949
28.630141,30,3134.321533
24.982665,30,3134.704497
28.642517,30,3135.090988
27.642853,30,3135.47331
28.707442,30,3135.854098
22.610669,25,3136.168774
17.150776,20,3136.42912
1.279667,2,3136.457793
2.013001,3,3136.499409
29.12996,30,3136.87888
29.676475,30,3137.263422
28.609652,30,3137.640658
28.941887,30,3138.019157
27.857382,30,3138.398266
26.14768,30,3138.784822
27.446646,30,3139.163121
22.743584,24,3139.472617
24.08486,30,3139.861372
29.476525,30,3140.244052
23.24647,26,3140.57032
28.808414,30,3140.952524
6.779779,8,3141.055655
27.768852,30,3141.440192
19.177268,21,3141.707893
27.008925,30,3142.088298
29.042182,30,3142.46525
8.050373,10,3142.596368
18.67697,20,3142.851668
15.166713,18,3143.081461
28.676484,30,3143.464365
29.407929,30,3143.84558
28.742357,30,3144.224695
29.325945,30,3144.605042
29.140611,30,3144.987589
28.242488,30,3145.372008
29.276002,30,3145.75592
6.383081,8,3145.860406
29.542666,30,3146.239464
8.649611,10,3146.373422
22.877302,25,3146.710606
29.309822,30,3147.094419
27.879919,30,3147.472718
25.575579,30,3147.861188
27.099787,30,3148.246676
28.675863,30,3148.630468
3.979313,5,3148.697823
28.909669,30,3149.074024
13.710752,15,3149.266002
18.676942,20,3149.519182
27.542989,30,3149.900748
27.848276,30,3150.284104
25.410113,30,3150.671142
3.178851,4,3150.744015
29.175515,30,3151.120491
5.845025,7,3151.214278
29.077418,30,3151.622166
10.816024,12,3151.777016
27.696073,30,3152.159758
12.74488,14,3152.341761
26.850708,30,3152.719387
19.544442,21,3152.984302
7.696403,9,3153.100529
9.512154,11,3153.24378
28.226077,30,3153.625258
27.610892,30,3154.006273
27.77507,30,3154.387091
20.316033,25,3154.71244
29.141697,30,3155.092144
29.241722,30,3155.471972
28.975973,30,3155.851573
10.945973,12,3156.010088
29.508415,30,3156.393936
26.682942,30,3156.782443
16.810737,18,3157.01328
28.907414,30,3157.397404
28.573929,30,3157.774067
29.309354,30,3158.15322
29.578363,30,3158.531953
28.742007,30,3158.915282
29.308888,30,3159.297345
8.777906,10,3159.428651
15.547674,17,3159.646358
28.048669,30,3160.032691
23.080447,28,3160.388253
29.14171,30,3160.762528
13.710611,15,3160.953182
7.463532,9,3161.0727
29.475862,30,3161.450437
4.953112,6,3161.528656
28.707795,30,3161.905507
13.810279,15,3162.100682
29.075974,30,3162.48059
10.278733,12,3162.634914
1.979667,3,3162.676464
29.27774,30,3163.059139
14.810904,17,3163.276567
27.610141,30,3163.665222
28.809171,30,3164.047043
9.878845,11,3164.191208
27.47737,30,3164.576039
28.676331,30,3164.959019
28.577418,30,3165.342264
25.496673,30,3165.720974
27.651485,30,3166.106034
29.175999,30,3166.483611
16.31888,18,3166.715693
19.933238,21,3166.984043
1.946334,3,3167.025505
29.408373,30,3167.407318
27.97542,30,3167.784745
5.566778,7,3167.879259
29.476956,30,3168.261141
7.317809,9,3168.380242
28.243028,30,3168.768527
28.67646,30,3169.151819
29.309643,30,3169.532628
28.182558,30,3169.908881
26.645319,29,3170.275612
26.142998,30,3170.660582
29.242806,30,3171.03897
27.441259,30,3171.415653
28.607002,30,3171.791909
29.309817,30,3172.174404
21.543127,23,3172.467554
29.174899,30,3172.843943
28.97677,30,3173.222016
29.276796,30,3173.607166
27.276379,30,3173.98813
6.795932,8,3174.093473
29.375983,30,3174.474591
28.675224,30,3174.861608
21.144557,22,3175.143091
12.879307,14,3175.323139
28.843623,30,3175.70304
2.812239,4,3175.758926
29.108849,30,3176.143361
25.942789,30,3176.519644
11.229102,13,3176.686869
28.642023,30,3177.074052
28.874432,30,3177.457345
19.375852,21,3177.724881
29.075025,30,3178.103554
29.041875,30,3178.485417
2.846021,4,3178.540642
16.511234,18,3178.771438
29.111299,30,3179.151943
25.584158,30,3179.531111
29.109807,30,3179.944489
29.576012,30,3180.363923
28.608075,30,3180.746977
25.211071,30,3181.132553
27.416935,30,3181.535683
29.442153,30,3181.928604
29.409166,30,3182.30685
28.943354,30,3182.695141
28.74283,30,3183.07337
24.241138,27,3183.414565
28.993578,30,3183.797238
6.252736,8,3183.906124
28.544701,30,3184.286044
28.610612,30,3184.669095
25.734087,30,3185.051306
28.576958,30,3185.429993
28.576786,30,3185.807753
28.742364,30,3186.185113
8.945501,10,3186.313941
11.91264,13,3186.479964
29.242537,30,3186.861123
27.17525,30,3187.250555
8.385789,11,3187.395097
16.333612,19,3187.643255
29.409834,30,3188.041155
28.77457,30,3188.430125
26.276334,30,3188.815967
27.182225,30,3189.20496
28.340529,30,3189.587645
9.549597,11,3189.730667
26.960057,30,3190.105707
27.944062,30,3190.486179
28.276849,30,3190.863561
24.230659,27,3191.208183
28.506958,30,3191.586789
26.645085,30,3191.970187
23.679038,30,3192.363959
29.010251,30,3192.744979
8.252686,10,3192.874275
1.931021,3,3192.916454
5.278849,6,3192.996909
14.4965,16,3193.213922
25.743051,30,3193.61304
28.480294,30,3194.018646
29.209176,30,3194.40204
5.279307,6,3194.480599
29.409807,30,3194.853931
29.008224,30,3195.234572
11.564276,13,3195.400882
28.57845,30,3195.776181
29.408723,30,3196.15193
29.343181,30,3196.532366
1.279667,2,3196.56124
29.143446,30,3196.942865
28.575096,30,3197.324155
29.576002,30,3197.709813
11.17789,12,3197.862847
28.909482,30,3198.242488
1.313463,2,3198.270891
27.009805,29,3198.643529
23.619127,30,3199.022812
27.382781,30,3199.408032
28.940762,30,3199.78903
29.743598,30,3200.174649
29.427361,30,3200.554199
22.609667,24,3200.85897
29.308222,30,3201.238852
7.879151,9,3201.357421
27.310623,30,3201.73547
26.474251,30,3202.112778
11.629726,13,3202.280466
13.478378,15,3202.474879
26.91551,30,3202.860031
27.476698,30,3203.239877
29.241266,30,3203.622552
25.816147,30,3204.006879
10.745487,12,3204.160445
2.812239,4,3204.214274
15.110288,17,3204.431256
9.01449,10,3204.561765
28.12687,30,3204.940709
8.215788,10,3205.07306
25.031641,30,3205.44917
16.152148,20,3205.708008
28.94171,30,3206.085084
25.180273,30,3206.466036
29.075349,30,3206.866746
28.176484,30,3207.253404
25.117518,30,3207.639148
26.810919,30,3208.022537
8.752918,12,3208.179753
10.111706,11,3208.323896
28.942006,30,3208.703578
3.912184,5,3208.769416
27.943473,30,3209.149231
29.575985,30,3209.551562
27.808216,30,3209.934056
27.475994,30,3210.313927
9.99808,12,3210.470039
12.319394,15,3210.667725
29.041102,30,3211.066306
29.039793,30,3211.445506
29.44264,30,3211.820626
28.77583,30,3212.201497
5.612193,7,3212.293267
28.142716,30,3212.674244
23.885513,30,3213.065221
25.377453,30,3213.451416
28.477642,30,3213.832759
29.041197,30,3214.208481
28.908975,30,3214.589078
28.209023,30,3214.975631
25.250242,29,3215.342944
1.781819,3,3215.383516
27.498371,30,3215.768974
28.116407,30,3216.154751
29.346397,30,3216.535273
28.675841,30,3216.910769
29.175526,30,3217.287138
29.443623,30,3217.667705
29.142861,30,3218.045733
11.200229,13,3218.212095
25.918381,30,3218.600444
29.509817,30,3218.986863
29.711696,30,3219.36131
8.91264,10,3219.491146
29.109292,30,3219.870374
28.580819,30,3220.250177
29.207788,30,3220.633403
29.210591,30,3221.011493
22.210752,24,3221.315169
25.476365,30,3221.70288
1.051567,2,3221.731817
24.743944,30,3222.114456
25.866955,30,3222.495918
27.380566,30,3222.87788
28.67632,30,3223.258851
29.77789,30,3223.642898
5.729736,7,3223.73453
10.412168,12,3223.890524
29.042494,30,3224.271393
26.977418,29,3224.634734
1.913463,3,3224.676278
27.130254,30,3225.063559
28.541419,30,3225.442659
18.952471,25,3225.759819
5.745974,7,3225.851256
29.212601,30,3226.229763
29.075374,30,3226.607349
29.143654,30,3226.988045
28.742312,30,3227.368682
28.792927,30,3227.755348
28.708492,30,3228.134813
27.776804,30,3228.510831
5.985975,7,3228.605542
28.545653,30,3228.989007
26.261975,30,3229.368027
26.844557,30,3229.742834
3.05166,4,3229.795619
28.8425,30,3230.180232
29.008227,30,3230.556591
28.542076,30,3230.937098
26.815036,30,3231.314552
2.112378,3,3231.357841
28.892894,30,3231.743143
13.662125,15,3231.936648
29.143141,30,3232.316329
29.042169,30,3232.700196
29.20885,30,3233.077564
28.508551,30,3233.455031
8.412182,10,3233.587513
29.109644,30,3233.97381
29.14298,30,3234.356916
23.065739,30,3234.73988
10.046278,11,3234.881223
28.677256,30,3235.263133
29.342296,30,3235.636809
29.243112,30,3236.018749
28.942668,30,3236.393999
3.313118,4,3236.449903
24.84817,27,3236.795049
1.980129,3,3236.835446
28.376308,30,3237.215616
26.710623,30,3237.600625
29.076965,30,3237.976216
2.651567,4,3238.029544
29.043613,30,3238.408733
25.785009,30,3238.800998
16.095296,18,3239.030796
21.51818,25,3239.352003
17.11075,19,3239.593645
26.778222,30,3239.982998
28.94409,30,3240.362057
28.742182,30,3240.741192
2.813158,4,3240.794836
27.393719,30,3241.17798
27.831752,30,3241.559626
29.610281,30,3241.940174
28.561566,30,3242.318501
11.632279,13,3242.487793
28.942668,30,3242.864917
27.375251,30,3243.248933
27.863842,30,3243.629508
21.577268,24,3243.937589
26.326681,30,3244.316886
29.476933,30,3244.699081
28.977543,30,3245.081942
10.952469,14,3245.264061
29.476461,30,3245.643583
29.375394,30,3246.017386
26.116588,30,3246.398647
26.965913,30,3246.783582
29.274891,30,3247.165968
15.247795,18,3247.398689
28.35067,30,3247.774993
27.898803,30,3248.158205
2.979363,4,3248.211027
15.177478,18,3248.437578
28.715075,30,3248.816283
27.643355,30,3249.203427
28.8746,30,3249.583584
28.809541,30,3249.96568
29.207915,30,3250.346191
24.951637,30,3250.728872
23.310634,25,3251.049887
28.97647,30,3251.431909
26.043123,30,3251.815096
29.209186,30,3252.198355
29.14171,30,3252.577576
15.218253,19,3252.824942
29.540289,30,3253.205919
27.907886,30,3253.590816
28.441353,30,3253.990774
12.585234,15,3254.182754
13.810762,15,3254.373278
11.051741,13,3254.544132
26.025111,30,3254.92739
26.481808,29,3255.296255
29.44264,30,3255.672787
29.176002,30,3256.054813
26.184024,30,3256.438621
7.883621,9,3256.555463
28.410127,30,3256.935911
5.729714,7,3257.028607
26.478782,29,3257.398608
29.108407,30,3257.77848
28.741101,30,3258.158893
29.17553,30,3258.541508
