#{"t_start": 1772229770.224811, "env_id": "highway-fast-v0"}
r,l,t
25.698948,28,1559.867242
29.54299,30,1560.247856
10.119317,11,1560.386406
24.619291,30,1560.771557
25.818022,30,1561.149917
29.476144,30,1561.528023
28.275679,30,1561.910818
3.68388,5,1561.978393
29.375069,30,1562.363293
28.412169,30,1562.742946
18.594986,20,1562.997796
28.028667,30,1563.377047
5.945974,7,1563.467851
9.013112,10,1563.59665
27.382152,30,1563.973116
29.210288,30,1564.35041
29.110128,30,1564.726729
29.310127,30,1565.108163
14.251269,16,1565.311645
28.4071,30,1565.690263
28.874672,30,1566.0717
27.176449,30,1566.473517
26.285472,30,1566.862433
28.742512,30,1567.25005
29.175812,30,1567.630203
11.962491,14,1567.811176
1.879667,3,1567.853276
28.976102,30,1568.233298
10.434056,13,1568.401137
29.00966,30,1568.780586
26.893881,30,1569.158092
17.551976,21,1569.425995
25.818286,30,1569.808008
9.895918,11,1569.951652
20.39407,22,1570.232188
29.243141,30,1570.611076
26.898885,30,1570.992884
28.874586,30,1571.375904
27.728458,30,1571.772824
28.808212,30,1572.158437
25.518332,30,1572.538772
27.552138,30,1572.92491
28.041084,30,1573.306123
28.37647,30,1573.690698
27.182913,30,1574.128183
29.00966,30,1574.506897
13.511238,15,1574.718162
25.717911,30,1575.132497
28.775653,30,1575.518243
28.843141,30,1575.898723
20.543608,22,1576.177568
29.141592,30,1576.557469
1.979667,3,1576.598765
26.118333,30,1576.991016
28.007592,30,1577.375111
24.967967,30,1577.752763
28.910601,30,1578.131297
26.983593,30,1578.515522
15.998453,18,1578.745237
25.863591,28,1579.100463
16.178835,18,1579.331858
4.879163,6,1579.412286
26.917383,30,1579.794398
16.129965,18,1580.025095
16.785599,22,1580.303664
5.964004,7,1580.398172
19.918181,23,1580.695598
24.564628,30,1581.070319
23.867137,30,1581.450025
28.663794,30,1581.837922
11.615179,14,1582.020121
25.713805,30,1582.405561
29.142861,30,1582.786347
28.843287,30,1583.171209
24.752778,28,1583.526486
15.913045,18,1583.754633
29.241682,30,1584.130666
29.442706,30,1584.507912
8.016416,10,1584.636939
28.874123,30,1585.017602
18.417936,21,1585.284463
29.40836,30,1585.668406
2.05113,3,1585.709583
27.617846,30,1586.087723
22.684952,28,1586.44412
27.507947,30,1586.8735
13.050519,18,1587.114634
26.916005,30,1587.492481
4.816273,6,1587.572946
25.132636,30,1587.95569
28.743452,30,1588.333167
28.276645,30,1588.711011
28.841574,30,1589.087453
4.686491,6,1589.168377
25.785953,30,1589.545364
27.81638,30,1589.922936
25.284971,30,1590.302711
28.676632,30,1590.689661
28.509666,30,1591.069633
29.109959,30,1591.445687
29.676946,30,1591.828781
3.817436,5,1591.897535
15.085607,19,1592.147702
27.311536,30,1592.529361
14.012182,15,1592.72353
29.609337,30,1593.107228
28.708949,30,1593.485278
28.609159,30,1593.865375
23.385528,30,1594.250951
29.242192,30,1594.630459
28.760227,30,1595.009522
25.645471,30,1595.389711
7.985556,10,1595.516968
5.91172,7,1595.610566
10.618808,13,1595.780097
27.241986,30,1596.158093
27.582769,30,1596.542582
29.344557,30,1596.931608
24.601729,30,1597.316504
27.914878,30,1597.697644
28.875516,30,1598.073185
28.775369,30,1598.452219
17.630812,21,1598.720341
28.259915,30,1599.097106
24.845049,30,1599.477473
1.980129,3,1599.519546
29.042215,30,1599.90175
14.685023,19,1600.146728
28.644831,30,1600.522865
2.013001,3,1600.565944
12.153082,15,1600.758945
28.811224,30,1601.13363
28.741546,30,1601.512047
28.594124,30,1601.898797
10.544685,12,1602.074932
28.929379,30,1602.458573
25.446589,29,1602.821032
6.979307,8,1602.92801
19.976322,22,1603.207226
7.612177,9,1603.322088
17.328145,19,1603.564978
29.008723,30,1603.946838
10.578348,12,1604.101004
29.57696,30,1604.476664
22.495299,24,1604.780369
18.763833,21,1605.048654
28.908862,30,1605.426976
13.943876,17,1605.64168
28.262085,30,1606.023882
28.508712,30,1606.40895
27.260827,29,1606.77525
11.232131,13,1606.946364
24.444401,30,1607.336239
27.896586,30,1607.718748
16.429008,19,1607.958751
11.712168,13,1608.123378
29.34079,30,1608.500489
25.61061,30,1608.885364
29.744557,30,1609.266111
27.143791,30,1609.648168
29.275044,30,1610.027623
27.742713,30,1610.410269
19.461667,21,1610.676729
16.67775,18,1610.907871
1.980129,3,1610.947715
28.675398,30,1611.328991
29.042504,30,1611.709351
8.61264,10,1611.837902
29.225502,30,1612.225089
28.640781,30,1612.611766
28.543311,30,1612.989865
28.943609,30,1613.368589
24.55224,30,1613.747968
2.746174,4,1613.802695
24.248463,30,1614.183491
24.11883,30,1614.564945
9.135944,11,1614.705468
17.143268,19,1614.953834
16.318833,20,1615.210352
28.742053,30,1615.585656
17.150271,20,1615.838333
3.945517,5,1615.905341
28.660038,30,1616.282905
28.626893,30,1616.662623
9.544095,11,1616.8036
27.909636,30,1617.195064
1.880129,3,1617.236636
2.178906,3,1617.278683
24.215359,30,1617.659212
21.084122,22,1617.93846
29.409807,30,1618.317987
22.451976,28,1618.677217
28.276017,30,1619.05655
15.543623,17,1619.276825
27.176026,30,1619.653497
5.91264,7,1619.744378
4.419825,6,1619.823147
23.748414,25,1620.141151
28.862067,30,1620.518343
29.142681,30,1620.899626
26.979939,30,1621.281854
26.263633,28,1621.63754
24.596522,27,1621.981256
2.912239,4,1622.03674
28.64174,30,1622.426243
24.446267,28,1622.781866
29.075839,30,1623.162874
28.808255,30,1623.540894
22.342962,24,1623.8413
28.443464,30,1624.22333
28.27998,30,1624.599686
29.342669,30,1624.978082
2.863588,4,1625.032286
1.086334,2,1625.063089
26.341775,30,1625.445442
12.361655,14,1625.623602
18.442995,23,1625.913824
29.408873,30,1626.292375
23.776474,25,1626.609992
28.260212,30,1626.992896
1.313463,2,1627.024378
26.617408,30,1627.412993
27.816419,30,1627.791969
29.108683,30,1628.174721
28.794828,30,1628.554613
2.845573,4,1628.610882
4.419825,6,1628.690553
26.546745,30,1629.071779
11.845511,13,1629.239786
27.832791,30,1629.624556
28.143292,30,1630.003405
27.299413,30,1630.382678
29.241707,30,1630.757875
29.009817,30,1631.139237
17.881393,23,1631.436401
22.351385,26,1631.765908
16.111224,17,1631.982015
28.943451,30,1632.37458
24.817912,30,1632.759847
22.75325,30,1633.145092
7.712168,9,1633.261167
29.276312,30,1633.643642
23.353083,30,1634.031398
28.923911,30,1634.40919
28.444834,30,1634.785647
28.60802,30,1635.168517
1.979667,3,1635.210279
27.148082,30,1635.590993
28.975515,30,1635.970183
28.344095,30,1636.354111
28.644647,30,1636.730463
28.408771,30,1637.113357
28.6106,30,1637.495761
26.109718,30,1637.879232
22.060593,24,1638.181719
4.918328,6,1638.260523
28.976321,30,1638.637411
24.251637,30,1639.018032
29.107935,30,1639.396214
29.176484,30,1639.774349
26.483213,30,1640.150138
29.063478,30,1640.529446
28.407734,30,1640.903225
24.577299,30,1641.279684
8.897337,10,1641.406234
29.44264,30,1641.787815
29.343599,30,1642.174209
16.616552,19,1642.420147
29.175389,30,1642.803274
11.819758,15,1643.000091
28.542207,30,1643.381467
25.642661,30,1643.760548
25.98312,30,1644.133345
14.44535,17,1644.35059
28.493098,30,1644.742372
24.486539,30,1645.119602
14.265601,17,1645.335634
28.309819,30,1645.716044
19.194975,22,1645.994411
11.544567,13,1646.162165
29.643142,30,1646.540541
28.775975,30,1646.956156
28.711969,30,1647.344152
28.747886,30,1647.745101
29.075043,30,1648.205679
29.41028,30,1648.585168
29.375975,30,1648.96923
6.813112,8,1649.07348
1.698799,3,1649.114383
1.118234,2,1649.144856
23.419127,30,1649.539928
23.044643,27,1649.940817
29.009817,30,1650.321846
22.377258,24,1650.631472
8.330249,10,1650.761203
9.21236,11,1650.901516
28.780882,30,1651.276849
25.084643,30,1651.657284
28.23263,30,1652.037584
28.675682,30,1652.429868
29.076474,30,1652.814667
28.30917,30,1653.201508
29.442215,30,1653.583413
27.242747,30,1653.963392
27.11782,30,1654.343281
28.795541,30,1654.72719
17.317274,22,1655.008922
29.609805,30,1655.387978
3.851246,5,1655.454521
12.629712,14,1655.637833
26.083156,30,1656.015651
29.176003,30,1656.390871
14.245039,16,1656.593817
27.949353,30,1656.974053
24.279251,30,1657.364045
26.376633,30,1657.745957
29.17793,30,1658.128446
4.013118,5,1658.196184
25.284971,30,1658.576879
29.276484,30,1658.956238
27.717809,30,1659.333825
24.976515,30,1659.712171
23.385647,30,1660.090405
19.019148,25,1660.409794
1.213001,2,1660.438009
18.279755,20,1660.693402
27.975665,30,1661.072391
29.710752,30,1661.452943
29.477404,30,1661.829099
28.209656,30,1662.214118
12.46306,14,1662.398267
21.832053,30,1662.78221
28.575822,30,1663.168443
24.59892,30,1663.559264
27.909405,30,1663.941838
28.608846,30,1664.32212
29.676474,30,1664.699883
5.712641,7,1664.795586
10.795931,12,1664.951574
25.018158,30,1665.333068
26.85006,30,1665.711709
5.66214,7,1665.805932
28.642829,30,1666.188526
29.576806,30,1666.565957
29.345467,30,1666.945773
27.581992,30,1667.337412
7.579307,9,1667.456013
28.643613,30,1667.836391
29.409826,30,1668.218602
8.646014,10,1668.350844
27.20996,30,1668.7331
29.576484,30,1669.113276
27.351617,30,1669.489212
25.227266,29,1669.857892
26.617708,30,1670.235162
9.495781,11,1670.374625
2.581819,4,1670.426569
29.376956,30,1670.8036
29.174581,30,1671.18042
28.707772,30,1671.558508
29.210118,30,1671.936472
25.376799,30,1672.324347
28.013448,30,1672.711814
29.008402,30,1673.097092
29.178786,30,1673.474563
17.27727,19,1673.718328
4.714963,6,1673.795592
22.813035,29,1674.16243
28.676486,30,1674.54238
29.141546,30,1674.92291
28.696662,30,1675.297181
10.249952,12,1675.45136
24.353082,30,1675.833798
28.510266,30,1676.216941
27.446559,30,1676.597973
25.263402,30,1676.980369
27.615157,30,1677.358902
3.779203,5,1677.429813
21.397893,25,1677.752415
25.861648,30,1678.134152
29.375029,30,1678.51359
25.278765,30,1678.904132
1.979667,3,1678.944355
29.376932,30,1679.325026
14.744095,16,1679.528331
27.250707,30,1679.910658
29.052686,30,1680.287316
19.386416,23,1680.580586
23.996911,26,1680.928582
10.953554,14,1681.114388
19.508888,22,1681.392812
28.547078,30,1681.770404
29.310289,30,1682.15316
28.808864,30,1682.555542
27.150717,30,1682.940842
21.386888,30,1683.328372
29.242192,30,1683.706264
23.376799,25,1684.026008
16.545029,18,1684.253976
27.217708,30,1684.628296
29.077404,30,1685.006123
29.643151,30,1685.386183
27.051038,30,1685.766762
6.01264,7,1685.860016
10.462129,12,1686.01617
28.609677,30,1686.395531
27.049763,30,1686.778768
26.648111,30,1687.160641
29.342664,30,1687.547795
12.845973,14,1687.732409
28.60888,30,1688.113339
7.05264,8,1688.218957
23.75246,30,1688.608841
25.083631,30,1688.998037
28.150421,30,1689.377727
16.645346,18,1689.60804
27.415953,30,1689.992064
7.812169,9,1690.109108
11.013112,12,1690.265243
27.477202,30,1690.647104
29.108699,30,1691.076576
4.611408,6,1691.15811
25.950709,30,1691.538758
6.119707,8,1691.643304
28.241291,30,1692.022183
29.544557,30,1692.404864
3.819779,5,1692.472403
15.844557,17,1692.692727
29.443151,30,1693.073119
28.908405,30,1693.451924
29.176012,30,1693.832228
23.194794,25,1694.147313
7.416113,9,1694.263027
29.043161,30,1694.642833
29.107902,30,1695.017421
8.911197,10,1695.146353
28.344959,30,1695.52095
21.176598,23,1695.814409
28.842517,30,1696.195218
9.54859,11,1696.337993
25.11662,30,1696.715323
29.007744,30,1697.095016
29.008229,30,1697.471685
28.425598,30,1697.853865
29.061171,30,1698.233581
29.275501,30,1698.614672
27.716744,30,1698.996395
26.642669,29,1699.362891
27.178834,30,1699.745443
18.811234,20,1700.002843
28.709038,30,1700.380699
28.06115,30,1700.758483
23.677726,26,1701.083978
28.775856,30,1701.462837
26.677459,30,1701.839579
27.47617,30,1702.223415
29.34252,30,1702.607506
25.516146,30,1702.99377
29.241306,30,1703.374619
29.008378,30,1703.755958
22.693503,25,1704.075494
29.112968,30,1704.460377
2.046796,3,1704.502162
3.778878,5,1704.567556
24.019749,28,1704.923919
17.918752,20,1705.18176
29.143613,30,1705.561192
29.177729,30,1705.942704
22.375867,24,1706.248684
28.609191,30,1706.629742
21.661492,24,1706.963304
29.377876,30,1707.346582
7.778684,9,1707.463047
26.698594,30,1707.855008
28.508963,30,1708.236037
28.776002,30,1708.6202
29.075959,30,1708.999338
21.077404,23,1709.29424
28.67789,30,1709.673838
29.307905,30,1710.053978
28.267044,30,1710.429052
3.879785,5,1710.497187
28.842478,30,1710.88024
29.275059,30,1711.277116
29.509822,30,1711.65847
26.98471,30,1712.036824
17.581971,19,1712.282606
28.542063,30,1712.669951
28.642234,30,1713.084704
24.975837,27,1713.432898
29.109816,30,1713.810989
28.377435,30,1714.190149
28.875083,30,1714.572019
8.479307,10,1714.70421
6.912165,8,1714.807766
29.009553,30,1715.187707
3.879323,5,1715.253393
29.17777,30,1715.634479
26.61787,30,1716.017079
9.996865,11,1716.158393
29.076784,30,1716.537173
24.27631,30,1716.920041
24.885457,30,1717.307869
24.485457,30,1717.693572
26.017414,30,1718.080327
28.462539,30,1718.463497
9.64544,11,1718.605778
28.576435,30,1718.982927
29.209335,30,1719.360577
22.576163,25,1719.677174
26.584578,30,1720.056825
29.345341,30,1720.438087
29.778362,30,1720.819133
26.31771,30,1721.206229
29.110104,30,1721.58231
29.197593,30,1721.96049
11.878835,13,1722.126701
29.21028,30,1722.514972
12.297303,14,1722.696385
22.386888,26,1723.033685
6.100298,8,1723.138567
29.208863,30,1723.522732
26.942608,30,1723.904236
26.542363,30,1724.281989
24.384638,30,1724.661074
28.541575,30,1725.043222
26.483917,30,1725.424985
14.685481,18,1725.657192
29.009631,30,1726.034443
13.37697,15,1726.227869
25.651205,30,1726.602208
16.152624,19,1726.842282
25.577105,30,1727.224227
28.976299,30,1727.608678
25.343867,30,1727.992598
24.36592,30,1728.376908
29.109331,30,1728.759323
29.17646,30,1729.142492
28.216072,30,1729.517053
10.431104,12,1729.669812
28.442518,30,1730.053857
1.213001,2,1730.084239
28.050216,30,1730.462694
17.176932,19,1730.709118
9.15177,11,1730.850966
5.045054,6,1730.93297
10.878835,12,1731.089288
27.310504,30,1731.469896
29.041252,30,1731.850164
29.109364,30,1732.234153
16.1121,18,1732.465205
24.085805,30,1732.853371
15.476942,17,1733.073703
28.181623,30,1733.461651
28.476533,30,1733.839081
6.145044,7,1733.930876
29.341087,30,1734.309784
29.008835,30,1734.697262
12.377411,14,1734.875782
27.910436,30,1735.259657
28.577278,30,1735.637842
25.476813,30,1736.024839
29.008401,30,1736.40494
29.209793,30,1736.784801
28.941211,30,1737.168981
26.449263,30,1737.551483
9.652614,12,1737.707338
29.409667,30,1738.093213
28.384008,30,1738.477339
8.51264,10,1738.609375
26.783622,30,1738.990925
3.886497,6,1739.070397
29.108693,30,1739.449851
29.309173,30,1739.830768
2.013001,3,1739.872416
28.576824,30,1740.256537
26.109853,30,1740.634939
29.475043,30,1741.01691
25.416006,30,1741.405699
25.299838,30,1741.787965
2.978906,4,1741.842123
11.945501,13,1742.011225
28.748475,30,1742.390811
12.511546,14,1742.56971
28.541601,30,1742.951898
28.976291,30,1743.340538
3.846452,5,1743.40747
27.974372,30,1743.791109
12.868106,16,1743.995017
7.979317,9,1744.113364
24.81106,30,1744.495038
5.81265,7,1744.586964
27.54851,30,1744.967473
1.946334,3,1745.009882
28.440411,30,1745.393334
16.643142,18,1745.622781
23.753082,30,1746.005793
25.84945,30,1746.389122
1.279667,2,1746.41739
29.010118,30,1746.796124
14.319287,18,1747.025008
28.645926,30,1747.412269
2.013001,3,1747.454222
27.149473,30,1747.833664
9.896409,11,1747.97872
28.277679,30,1748.365499
23.963349,28,1748.725865
9.88495,12,1748.880992
29.326893,30,1749.259685
24.085929,30,1749.643246
27.810267,30,1750.020114
10.628792,12,1750.173885
29.211272,30,1750.554738
27.184985,30,1750.939519
26.925,29,1751.308337
2.013001,3,1751.348492
29.145123,30,1751.723334
25.053082,30,1752.100695
1.213001,2,1752.129589
27.651622,30,1752.512311
27.431385,30,1752.892093
25.610738,27,1753.26022
23.230419,25,1753.578361
28.248286,30,1753.95901
28.679619,30,1754.334954
11.695652,13,1754.504646
28.842994,30,1754.88315
23.542235,25,1755.199933
1.279667,2,1755.227886
3.845505,5,1755.296921
14.118329,17,1755.515377
13.445039,15,1755.705169
1.153,2,1755.734003
15.645501,17,1755.950549
26.942356,30,1756.335737
29.476027,30,1756.718381
17.661168,19,1756.962056
29.3782,30,1757.347335
17.143594,19,1757.587852
29.30841,30,1757.968286
25.933488,30,1758.349795
7.945501,9,1758.471791
29.310737,30,1758.854848
14.712168,16,1759.058243
17.810766,19,1759.300055
29.042187,30,1759.683385
22.252729,26,1760.018188
20.111528,22,1760.299462
29.141711,30,1760.679515
29.374543,30,1761.062711
28.465158,30,1761.443315
1.880129,3,1761.485743
4.879308,6,1761.564841
27.08311,30,1761.950341
28.841221,30,1762.334553
29.509807,30,1762.711775
14.511696,16,1762.915692
4.945975,6,1763.000841
28.70788,30,1763.384961
29.395458,30,1763.76764
12.879307,14,1763.944804
27.47639,30,1764.326399
4.013118,5,1764.392494
14.064621,16,1764.59909
15.751677,19,1764.843637
29.009808,30,1765.224785
3.979323,5,1765.289949
27.617373,30,1765.669368
10.382879,12,1765.822457
29.542666,30,1766.20473
21.244835,24,1766.509934
29.408402,30,1766.934444
28.342193,30,1767.320305
28.89357,30,1767.705499
16.745501,18,1767.934632
28.809331,30,1768.318705
28.608878,30,1768.702782
26.417361,30,1769.086334
27.817656,30,1769.462508
18.710251,21,1769.732552
15.345501,17,1769.948136
1.979667,3,1769.990425
29.475045,30,1770.371727
28.776971,30,1770.74973
20.682771,23,1771.042103
26.611221,30,1771.42772
28.843136,30,1771.810447
13.743613,15,1772.001582
29.51028,30,1772.383181
2.985524,4,1772.43902
2.046796,3,1772.48048
28.392471,30,1772.867429
26.616224,30,1773.253877
29.008378,30,1773.641331
11.745351,13,1773.810043
26.651665,30,1774.192006
18.543924,20,1774.445091
8.378556,10,1774.578122
29.029517,30,1774.959768
27.759962,30,1775.34165
29.341556,30,1775.720284
28.176775,30,1776.102928
13.61029,15,1776.295889
17.077755,19,1776.536683
24.916261,30,1776.919503
26.641443,30,1777.304492
28.975001,30,1777.685042
28.379436,30,1778.064416
28.376608,30,1778.448714
12.411706,14,1778.632602
28.079933,30,1779.015604
28.541917,30,1779.395974
21.762153,25,1779.716798
26.949016,30,1780.101254
24.211557,30,1780.480878
2.879354,4,1780.533302
10.445487,12,1780.687031
28.575339,30,1781.067089
21.816039,23,1781.356805
14.129241,16,1781.559595
19.343613,21,1781.824815
2.118315,3,1781.867463
7.282278,9,1781.983785
23.853554,30,1782.361352
28.842663,30,1782.740675
26.510838,30,1783.123898
27.649602,30,1783.512187
29.343141,30,1783.895648
29.310274,30,1784.273475
28.808028,30,1784.657087
26.176794,30,1785.040096
29.208372,30,1785.421161
29.811224,30,1785.797327
29.043624,30,1786.175618
29.342989,30,1786.552004
26.842041,30,1786.931876
25.951649,30,1787.312102
28.876016,30,1787.6897
17.527866,19,1787.928715
29.00936,30,1788.330023
22.743613,24,1788.63496
3.745523,5,1788.701929
13.080856,15,1788.895988
11.019284,14,1789.078764
12.163074,13,1789.243807
28.941262,30,1789.62699
7.845973,9,1789.741436
25.851044,30,1790.124007
28.809321,30,1790.50003
28.275841,30,1790.880935
29.52816,30,1791.258235
12.712018,14,1791.43594
29.161171,30,1791.81607
9.879779,11,1791.962797
12.811696,14,1792.142057
26.776966,30,1792.527464
29.343112,30,1792.907825
3.778851,5,1792.97548
16.649774,19,1793.224855
27.582591,30,1793.608889
28.975341,30,1793.992816
17.312168,19,1794.235611
27.851179,30,1794.617971
28.975989,30,1794.993245
17.612177,19,1795.234877
7.912178,9,1795.35234
10.386252,14,1795.534178
11.646027,14,1795.713126
27.876943,30,1796.092106
11.096706,13,1796.261359
26.848809,30,1796.64051
26.161418,30,1797.021656
29.208392,30,1797.402387
26.984264,30,1797.784039
28.475359,30,1798.165489
28.676471,30,1798.550505
3.879323,5,1798.617324
28.509505,30,1799.001371
28.277911,30,1799.379138
28.576312,30,1799.754942
1.979667,3,1799.796604
14.80985,16,1800.003156
23.686363,30,1800.385962
26.716134,30,1800.769525
27.842502,30,1801.152118
18.285457,22,1801.437761
27.609927,30,1801.818981
22.250702,28,1802.180801
29.240342,30,1802.562043
25.882155,30,1802.945651
25.976535,30,1803.327369
27.043699,30,1803.71263
29.075852,30,1804.096679
25.417424,30,1804.487383
25.878262,30,1804.86647
25.984997,30,1805.247296
28.276611,30,1805.624495
29.343618,30,1806.007682
23.444726,30,1806.386791
29.375068,30,1806.768609
9.832529,12,1806.926632
11.544553,13,1807.097502
28.942642,30,1807.480096
25.21666,30,1807.861981
9.645543,11,1808.001172
8.53371,10,1808.13384
28.843125,30,1808.520844
26.284985,30,1808.899321
28.742989,30,1809.278132
11.644407,13,1809.446775
24.8776,30,1809.831776
7.663045,9,1809.947123
28.573588,30,1810.325056
3.000375,4,1810.381056
27.914443,30,1810.759421
20.333713,24,1811.060782
2.013463,3,1811.101936
15.14763,19,1811.345814
19.994341,22,1811.623706
27.315495,30,1812.006983
22.509657,24,1812.312943
28.707086,30,1812.699605
28.009655,30,1813.078844
16.67789,18,1813.30824
3.783875,5,1813.377653
28.07583,30,1813.764167
28.575376,30,1814.147139
27.608907,30,1814.530545
26.676173,30,1814.912926
22.285791,28,1815.273799
25.361838,30,1815.657912
13.91264,15,1815.847739
28.641692,30,1816.231471
21.383548,25,1816.553285
24.385783,30,1816.939534
8.866109,10,1817.069984
27.416439,30,1817.456253
29.475515,30,1817.836176
28.774583,30,1818.218583
27.748287,30,1818.602224
27.564496,30,1818.984556
28.576946,30,1819.368173
24.718457,30,1819.754767
12.886415,16,1819.961091
2.946492,4,1820.01474
26.842589,30,1820.393533
29.376782,30,1820.776245
7.845973,9,1820.894948
28.242135,30,1821.271967
25.884985,30,1821.653714
28.360212,30,1822.031421
29.308684,30,1822.416038
27.246612,30,1822.794477
28.214036,30,1823.179114
27.876933,30,1823.561185
9.315302,11,1823.703582
26.975804,30,1824.084949
29.307886,30,1824.467799
29.042544,30,1824.848959
29.108726,30,1825.229328
26.649345,28,1825.581318
24.185913,30,1825.958158
13.363804,15,1826.152184
28.048342,30,1826.535819
28.776632,30,1826.949229
28.408373,30,1827.330768
29.075379,30,1827.709938
2.663732,4,1827.763276
27.042267,30,1828.143518
7.745039,9,1828.261204
21.976503,24,1828.568595
24.851666,30,1828.972793
25.384334,30,1829.353139
25.252138,30,1829.746098
9.013112,10,1829.872443
28.075842,30,1830.25054
27.550261,30,1830.630395
14.678018,16,1830.836206
28.963478,30,1831.21604
16.644095,18,1831.445651
2.878878,4,1831.499456
29.309308,30,1831.88091
7.080169,9,1831.997347
29.30828,30,1832.379002
28.910127,30,1832.759845
26.618007,30,1833.143965
28.776013,30,1833.527715
4.616746,6,1833.609047
25.161167,27,1833.993472
9.62963,11,1834.137829
28.474265,30,1834.517326
1.313463,2,1834.545761
25.031752,30,1834.925986
27.050882,30,1835.309875
1.279667,2,1835.338751
29.34298,30,1835.715169
16.409654,18,1835.947687
24.576965,26,1836.277685
28.210636,30,1836.659098
18.54591,20,1836.91219
29.276474,30,1837.289867
28.66111,30,1837.673645
2.084982,3,1837.714267
29.11028,30,1838.09939
29.076445,30,1838.480503
28.442683,30,1838.872411
29.009631,30,1839.255549
28.443006,30,1839.637236
28.44298,30,1840.016285
24.953549,30,1840.400254
28.709054,30,1840.777335
23.601702,30,1841.157437
28.375392,30,1841.538262
28.217078,30,1841.91641
12.395436,14,1842.093858
29.308388,30,1842.47391
24.817706,29,1842.843426
25.985475,30,1843.22561
2.984464,4,1843.278507
25.110753,27,1843.622199
28.841063,30,1844.006736
28.773675,30,1844.390077
29.141584,30,1844.773314
21.997013,25,1845.089716
29.475544,30,1845.469622
29.309817,30,1845.852956
2.046796,3,1845.893326
28.083576,30,1846.275662
2.882137,4,1846.330011
1.979667,3,1846.3731
9.712018,11,1846.515719
28.876003,30,1846.898053
26.219277,30,1847.285184
4.912642,6,1847.369708
14.809488,17,1847.590983
28.97536,30,1847.970884
27.344418,30,1848.349122
28.108619,30,1848.737976
29.176002,30,1849.125666
27.412669,30,1849.509795
28.00778,30,1849.895301
20.743135,22,1850.177668
26.884051,30,1850.559119
5.87962,7,1850.64926
23.917888,30,1851.03018
26.863012,30,1851.417363
28.542071,30,1851.795712
28.476602,30,1852.177275
29.008863,30,1852.559711
26.317158,30,1852.943199
24.608527,30,1853.32307
27.844334,30,1853.710643
27.217397,30,1854.088131
24.202191,30,1854.472676
29.176946,30,1854.848641
26.309527,30,1855.22595
9.544891,11,1855.365492
28.67504,30,1855.744485
28.408998,30,1856.120866
4.746791,6,1856.197767
11.878363,13,1856.362008
28.742068,30,1856.741483
29.176946,30,1857.119823
28.763206,30,1857.50488
29.676946,30,1857.882105
5.583402,7,1857.976719
29.44172,30,1858.35901
11.811248,13,1858.52646
4.419825,6,1858.605548
9.645487,11,1858.751005
24.731553,30,1859.137044
29.077418,30,1859.516229
27.37953,30,1859.896818
28.209484,30,1860.281492
16.40053,21,1860.54778
27.609609,30,1860.923122
27.27618,30,1861.295256
4.096867,5,1861.364511
28.976784,30,1861.739141
11.330597,13,1861.90499
24.612535,30,1862.284696
4.845489,6,1862.367181
29.443136,30,1862.74543
28.198664,30,1863.120859
28.809204,30,1863.497607
26.250693,30,1863.891067
28.740941,30,1864.271604
24.551242,30,1864.661298
29.676012,30,1865.038781
2.846029,4,1865.094551
15.610304,17,1865.308017
25.37554,27,1865.660132
16.350695,19,1865.91246
15.4779,17,1866.131211
11.815182,15,1866.323693
28.47631,30,1866.70419
29.442061,30,1867.084544
24.777418,26,1867.416657
29.376952,30,1867.795397
28.942654,30,1868.177184
27.283909,30,1868.559087
28.874893,30,1868.94613
29.744099,30,1869.3272
28.275063,30,1869.709964
29.609817,30,1870.087355
24.984997,30,1870.470709
26.979917,30,1870.849444
28.50777,30,1871.230164
29.042654,30,1871.60904
27.247864,30,1871.990339
13.846865,15,1872.181187
29.208377,30,1872.563731
8.711546,10,1872.69391
4.745974,6,1872.775457
13.599268,16,1872.980712
25.278219,30,1873.367064
21.085472,25,1873.691951
7.38293,9,1873.884215
27.842232,30,1874.268551
21.709458,24,1874.575112
28.542015,30,1874.95359
24.452265,30,1875.334365
19.343637,21,1875.599049
23.734398,30,1875.975608
23.616977,26,1876.301687
26.77546,30,1876.68197
28.275446,30,1877.062465
10.895444,12,1877.215739
21.308821,23,1877.511975
4.779317,6,1877.59335
29.410277,30,1877.972966
25.084873,30,1878.356958
19.710267,21,1878.625414
28.974567,30,1879.014251
24.684585,30,1879.398852
27.308705,30,1879.778036
28.542483,30,1880.157194
28.742198,30,1880.53725
28.875966,30,1880.917032
24.47696,26,1881.241958
28.67943,30,1881.620884
28.810279,30,1882.002362
28.508405,30,1882.38106
24.414218,30,1882.765413
28.175688,30,1883.145121
5.985489,7,1883.23846
28.14363,30,1883.619201
21.743613,23,1883.912371
14.245099,18,1884.14551
5.863532,7,1884.240682
27.516917,30,1884.625062
7.013112,8,1884.72822
29.210321,30,1885.105322
1.279667,2,1885.136029
28.643012,30,1885.519153
1.118234,2,1885.548225
28.093732,30,1885.927726
19.677418,21,1886.198207
28.042986,30,1886.580313
2.912239,4,1886.634215
28.842488,30,1887.049392
23.509829,26,1887.382641
1.881819,3,1887.424467
15.368702,20,1887.67687
28.649878,30,1888.05347
29.04346,30,1888.436655
29.207325,30,1888.813941
24.785898,30,1889.202582
26.896438,30,1889.584685
13.710747,15,1889.779936
28.149433,30,1890.160777
29.041706,30,1890.547311
28.684688,30,1890.926326
25.963104,30,1891.309664
